-- Logs begin at Sat 2020-02-01 07:14:07 UTC, end at Sun 2020-02-02 17:59:53 UTC. --
Feb 02 17:36:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:36:51.591990 I | etcdserver: start to snapshot (applied: 58927414, lastsnap: 58917413)
Feb 02 17:45:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:45.000304 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/reportnothings\" range_end:\"/registry/config.istio.io/reportnothingt\" count_only:true " with result "range_response_count:0 size:7" took too long (449.703224ms) to execute
Feb 02 17:45:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:45.000440 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (640.236453ms) to execute
Feb 02 17:45:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:45.000739 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/fluentds\" range_end:\"/registry/config.istio.io/fluentdt\" count_only:true " with result "range_response_count:0 size:7" took too long (466.694896ms) to execute
Feb 02 17:45:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:47.411867 W | wal: sync duration of 1.41656797s, expected less than 1s
Feb 02 17:45:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:47.419927 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (1.404155429s) to execute
Feb 02 17:45:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:47.421415 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (1.23188213s) to execute
Feb 02 17:45:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:47.421453 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (413.188881ms) to execute
Feb 02 17:45:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:47.421655 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-mixer-service-account-token-4k2j6\" " with result "range_response_count:1 size:2433" took too long (611.554074ms) to execute
Feb 02 17:45:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:47.421679 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (352.193563ms) to execute
Feb 02 17:45:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:47.421826 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (698.192844ms) to execute
Feb 02 17:45:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:47.421983 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.086199621s) to execute
Feb 02 17:45:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:49.612033 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (177.481336ms) to execute
Feb 02 17:45:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:54.531812 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (277.341389ms) to execute
Feb 02 17:45:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:54.532054 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (257.550639ms) to execute
Feb 02 17:45:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:54.532386 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:5908" took too long (592.607669ms) to execute
Feb 02 17:45:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:56.309332 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (396.607596ms) to execute
Feb 02 17:45:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:56.309913 W | etcdserver: request "header:<ID:14919139277752427262 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:53477896 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (124.376769ms) to execute
Feb 02 17:45:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:56.310203 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (225.955743ms) to execute
Feb 02 17:45:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:58.164828 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (515.823214ms) to execute
Feb 02 17:45:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:45:58.211432 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/gateways\" range_end:\"/registry/networking.istio.io/gatewayt\" count_only:true " with result "range_response_count:0 size:9" took too long (389.10969ms) to execute
Feb 02 17:46:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:01.697464 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (508.82197ms) to execute
Feb 02 17:46:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:04.713164 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (173.601919ms) to execute
Feb 02 17:46:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:04.713231 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (438.748737ms) to execute
Feb 02 17:46:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:04.713311 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (350.784154ms) to execute
Feb 02 17:46:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:04.713435 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (460.681491ms) to execute
Feb 02 17:46:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:07.312332 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (672.085063ms) to execute
Feb 02 17:46:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:07.346375 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (218.095912ms) to execute
Feb 02 17:46:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:07.346934 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listentries\" range_end:\"/registry/config.istio.io/listentriet\" count_only:true " with result "range_response_count:0 size:7" took too long (696.214726ms) to execute
Feb 02 17:46:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:07.347209 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (706.052622ms) to execute
Feb 02 17:46:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:07.357720 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (634.026696ms) to execute
Feb 02 17:46:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:07.641599 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (183.299312ms) to execute
Feb 02 17:46:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:07.649998 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (149.489352ms) to execute
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.320099 W | wal: sync duration of 1.973000864s, expected less than 1s
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.320508 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (1.972786405s) to execute
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.320738 W | etcdserver: failed to revoke 4f0b6e20cd02e2ed ("lease not found")
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.320967 W | etcdserver: failed to revoke 4f0b6e20cd02e2ed ("lease not found")
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.968409 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.56499515s) to execute
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.968470 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (1.715051394s) to execute
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.968508 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (707.958691ms) to execute
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.968707 W | etcdserver: read-only range request "key:\"/registry/ranges/serviceips\" " with result "range_response_count:1 size:2133" took too long (2.5047131s) to execute
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.968758 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (2.450752768s) to execute
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.968778 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (2.035013291s) to execute
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.968992 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (2.294025614s) to execute
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.969011 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.592113122s) to execute
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.969225 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/templates\" range_end:\"/registry/config.istio.io/templatet\" count_only:true " with result "range_response_count:0 size:7" took too long (1.767466373s) to execute
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.969245 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" " with result "range_response_count:6 size:13606" took too long (645.643054ms) to execute
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.969406 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1419" took too long (1.271207046s) to execute
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.969427 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (2.174979358s) to execute
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.969620 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (1.09235988s) to execute
Feb 02 17:46:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:10.969837 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (1.172781142s) to execute
Feb 02 17:46:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:11.928061 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (824.471946ms) to execute
Feb 02 17:46:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:11.935501 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (786.657581ms) to execute
Feb 02 17:46:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:11.935665 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (135.455951ms) to execute
Feb 02 17:46:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:11.935777 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (288.450128ms) to execute
Feb 02 17:46:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:12.248835 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (149.145165ms) to execute
Feb 02 17:46:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:12.249203 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (148.977889ms) to execute
Feb 02 17:46:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:14.953237 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (209.493798ms) to execute
Feb 02 17:46:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:16.489251 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (286.926717ms) to execute
Feb 02 17:46:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:21.336684 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-w5fkf\" " with result "range_response_count:1 size:4141" took too long (699.385472ms) to execute
Feb 02 17:46:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:21.336746 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (320.726687ms) to execute
Feb 02 17:46:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:21.337054 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecs\" range_end:\"/registry/config.istio.io/quotaspect\" count_only:true " with result "range_response_count:0 size:7" took too long (976.846909ms) to execute
Feb 02 17:46:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:21.337236 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (342.695422ms) to execute
Feb 02 17:46:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:21.337406 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (322.498889ms) to execute
Feb 02 17:46:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:21.337589 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (248.874114ms) to execute
Feb 02 17:46:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:22.386354 W | wal: sync duration of 1.043194349s, expected less than 1s
Feb 02 17:46:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:22.389388 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (1.046238304s) to execute
Feb 02 17:46:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:23.433322 W | wal: sync duration of 1.046663408s, expected less than 1s
Feb 02 17:46:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:23.436879 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (1.273234886s) to execute
Feb 02 17:46:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:23.436942 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (1.03480563s) to execute
Feb 02 17:46:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:23.437222 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-w5fkf\" " with result "range_response_count:1 size:4364" took too long (1.035198467s) to execute
Feb 02 17:46:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:23.437384 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" " with result "range_response_count:6 size:13606" took too long (1.041733116s) to execute
Feb 02 17:46:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:23.437580 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (2.094358514s) to execute
Feb 02 17:46:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:23.437629 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (1.098214696s) to execute
Feb 02 17:46:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:23.437872 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (671.754558ms) to execute
Feb 02 17:46:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:23.437915 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-mixer-service-account-token-4k2j6\" " with result "range_response_count:1 size:2433" took too long (518.571117ms) to execute
Feb 02 17:46:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:23.438018 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (1.03463246s) to execute
Feb 02 17:46:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:23.438451 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (311.186043ms) to execute
Feb 02 17:46:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:23.821959 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (350.02081ms) to execute
Feb 02 17:46:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:23.822092 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (349.354671ms) to execute
Feb 02 17:46:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:23.822177 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (317.602063ms) to execute
Feb 02 17:46:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:26.180712 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (178.410691ms) to execute
Feb 02 17:46:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:26.646092 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-dpjxk\" " with result "range_response_count:1 size:2314" took too long (482.814614ms) to execute
Feb 02 17:46:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:26.672965 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (265.53975ms) to execute
Feb 02 17:46:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:26.673462 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (483.212573ms) to execute
Feb 02 17:46:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:26.674681 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:9" took too long (341.995678ms) to execute
Feb 02 17:46:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:32.878627 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (177.213005ms) to execute
Feb 02 17:46:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:35.996562 W | wal: sync duration of 1.105086211s, expected less than 1s
Feb 02 17:46:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:35.998632 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (1.027536849s) to execute
Feb 02 17:46:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:35.998743 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (498.789849ms) to execute
Feb 02 17:46:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:36.510298 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-citadel-service-account-token-98lbt\" " with result "range_response_count:1 size:2447" took too long (164.53287ms) to execute
Feb 02 17:46:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:36.510775 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (176.201082ms) to execute
Feb 02 17:46:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:38.676874 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (869.376311ms) to execute
Feb 02 17:46:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:38.682851 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (675.067726ms) to execute
Feb 02 17:46:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:38.682975 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (605.784403ms) to execute
Feb 02 17:46:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:43.558599 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (633.268143ms) to execute
Feb 02 17:46:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:43.558846 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1419" took too long (833.922063ms) to execute
Feb 02 17:46:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:43.559433 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/apikeys\" range_end:\"/registry/config.istio.io/apikeyt\" count_only:true " with result "range_response_count:0 size:7" took too long (580.314971ms) to execute
Feb 02 17:46:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:43.559720 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (765.814201ms) to execute
Feb 02 17:46:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:45.793091 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (189.019331ms) to execute
Feb 02 17:46:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:48.481807 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (682.97051ms) to execute
Feb 02 17:46:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:48.680375 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (471.43106ms) to execute
Feb 02 17:46:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:48.680449 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (594.811787ms) to execute
Feb 02 17:46:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:50.941360 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (277.086405ms) to execute
Feb 02 17:46:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:50.941863 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (256.980684ms) to execute
Feb 02 17:46:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:57.940231 W | wal: sync duration of 1.253204009s, expected less than 1s
Feb 02 17:46:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:57.943202 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (1.253539893s) to execute
Feb 02 17:46:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 17:46:58.497890 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (1.795762807s) to execute
