-- Logs begin at Tue 2019-12-17 22:38:51 UTC, end at Thu 2019-12-19 09:13:15 UTC. --
Dec 19 08:52:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 08:52:32.406590 I | wal: segmented wal file /var/lib/etcd/member/wal/0000000000000637-0000000002f4f6f8.wal is created
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.683112 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:9" took too long (40.357090259s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.683611 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (24.9197992s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.684266 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4296" took too long (7.85877816s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.684585 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (8.805618185s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.685110 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (10.345980934s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.685423 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (25.477495098s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.685738 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (25.548213994s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.686118 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (37.225712059s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.686440 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (33.028137676s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.686851 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (19.605649036s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.688704 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (25.695958947s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.691121 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (25.083378965s) to execute
Dec 19 09:04:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:42.694186 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (40.619609165s) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.031129 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/horizontal-pod-autoscaler\" " with result "range_response_count:1 size:274" took too long (392.911428ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.031217 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (391.404237ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.031272 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (392.926002ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.031411 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (393.082509ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.031498 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (393.745448ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.031602 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kubernetes-dashboard\" " with result "range_response_count:1 size:523" took too long (393.500161ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.031861 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (397.333858ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.032126 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (394.123811ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.032264 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/pod-garbage-collector\" " with result "range_response_count:1 size:262" took too long (394.28775ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.046194 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1911" took too long (193.44611ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.046752 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (255.74969ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.046942 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (344.868183ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.047095 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (352.991593ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.047175 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (345.234962ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.047288 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-operator\" " with result "range_response_count:1 size:414" took too long (347.288419ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.047377 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (347.335194ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.047503 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (352.75826ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.047569 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (347.428827ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.047623 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/coredns\" " with result "range_response_count:1 size:575" took too long (347.363025ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.047688 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-operator\" " with result "range_response_count:1 size:414" took too long (347.466035ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.047739 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (347.546105ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.047829 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (348.354683ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.047953 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/coredns\" " with result "range_response_count:1 size:575" took too long (353.011193ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.048038 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.autoscaling\" " with result "range_response_count:1 size:626" took too long (350.372656ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.048216 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta2.apps\" " with result "range_response_count:1 size:619" took too long (353.383225ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.048461 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (353.249518ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.048697 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (353.046882ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.048923 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.monitoring.coreos.com\" " with result "range_response_count:1 size:659" took too long (353.409076ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.049096 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (353.112708ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.049221 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.batch\" " with result "range_response_count:1 size:608" took too long (353.605708ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.049325 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (353.516168ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.049511 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-public\" " with result "range_response_count:1 size:180" took too long (355.673249ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.049665 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (353.188609ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.050621 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.apps\" " with result "range_response_count:1 size:605" took too long (356.51484ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.253496 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:525" took too long (209.632225ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.253710 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-whlcs.15e1ba47573d345f\" " with result "range_response_count:1 size:570" took too long (186.146292ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.253799 W | etcdserver: read-only range request "key:\"/registry/masterleases/10.0.0.8\" " with result "range_response_count:0 size:7" took too long (210.280894ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.253909 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:694" took too long (182.414512ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.254045 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-czlhk\" " with result "range_response_count:1 size:1734" took too long (208.103319ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.254099 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (177.881849ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.254249 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-wmksv\" " with result "range_response_count:1 size:1855" took too long (208.997948ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.254408 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" " with result "range_response_count:6 size:28555" took too long (186.820531ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.254502 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3043" took too long (211.072012ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.254625 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.certificates.k8s.io\" " with result "range_response_count:1 size:664" took too long (178.28198ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.254726 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/heapster\" " with result "range_response_count:0 size:7" took too long (211.623963ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.254812 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:668" took too long (183.368868ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.255003 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apps\" " with result "range_response_count:1 size:619" took too long (178.757407ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.991963 W | etcdserver: request "header:<ID:14919139277707368543 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-czlhk\" mod_revision:45005883 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-czlhk\" value_size:1778 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-czlhk\" > >>" with result "size:20" took too long (394.741105ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.992100 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authorization.k8s.io\" " with result "range_response_count:1 size:653" took too long (718.557626ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.992134 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (719.420303ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.992192 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (720.884982ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.992296 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:7 size:12717" took too long (715.728352ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.992321 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (720.023583ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.992451 W | etcdserver: read-only range request "key:\"/registry/services/specs/kube-system/prometheus-operator-kubelet\" " with result "range_response_count:1 size:312" took too long (717.730961ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.992591 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authorization.k8s.io\" " with result "range_response_count:1 size:667" took too long (719.058389ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.992617 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (285.615939ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.992807 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/kube-scheduler-openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:1736" took too long (708.278504ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.992843 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "range_response_count:1 size:1284" took too long (712.735519ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.993055 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rq4jm\" " with result "range_response_count:1 size:1855" took too long (409.291677ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.993118 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (715.755167ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.993327 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-whlcs.15e1ba47573d345f\" " with result "range_response_count:1 size:570" took too long (714.261144ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.993367 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (595.961085ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.993486 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-lf9xf\" " with result "range_response_count:1 size:1744" took too long (677.252045ms) to execute
Dec 19 09:04:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:43.993724 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (704.600748ms) to execute
Dec 19 09:04:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:44.418305 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (409.134615ms) to execute
Dec 19 09:04:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:44.703043 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-whlcs.15e1ba470ace81f2\" " with result "range_response_count:1 size:550" took too long (277.776375ms) to execute
Dec 19 09:04:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:44.703107 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.scheduling.k8s.io\" " with result "range_response_count:1 size:659" took too long (693.150596ms) to execute
Dec 19 09:04:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:44.703370 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-wmksv\" " with result "range_response_count:1 size:1855" took too long (242.934149ms) to execute
Dec 19 09:04:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:44.703530 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.storage.k8s.io\" " with result "range_response_count:1 size:649" took too long (692.413151ms) to execute
Dec 19 09:04:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:44.703686 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:28555" took too long (477.170089ms) to execute
Dec 19 09:04:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:44.703755 W | etcdserver: read-only range request "key:\"/registry/resourcequotas/kube-system/\" range_end:\"/registry/resourcequotas/kube-system0\" " with result "range_response_count:0 size:7" took too long (689.313708ms) to execute
Dec 19 09:04:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:44.703906 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (279.420859ms) to execute
Dec 19 09:04:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:44.704465 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta1.autoscaling\" " with result "range_response_count:1 size:640" took too long (689.425526ms) to execute
Dec 19 09:04:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:44.704582 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.policy\" " with result "range_response_count:1 size:625" took too long (689.836484ms) to execute
Dec 19 09:04:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:44.704653 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta2.autoscaling\" " with result "range_response_count:1 size:640" took too long (690.379525ms) to execute
Dec 19 09:04:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:45.045488 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (334.188572ms) to execute
Dec 19 09:04:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:45.045562 W | etcdserver: request "header:<ID:14919139277707368558 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-wmksv\" mod_revision:45005951 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-wmksv\" value_size:1779 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-wmksv\" > >>" with result "size:20" took too long (135.688628ms) to execute
Dec 19 09:04:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:45.312689 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.networking.k8s.io\" " with result "range_response_count:1 size:644" took too long (598.49205ms) to execute
Dec 19 09:04:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:45.312739 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-whlcs.15e1ba4711fdbb83\" " with result "range_response_count:1 size:561" took too long (599.748741ms) to execute
Dec 19 09:04:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:45.313106 W | etcdserver: read-only range request "key:\"/registry/services/specs/kube-system/prometheus-operator-kubelet\" " with result "range_response_count:1 size:312" took too long (601.527732ms) to execute
Dec 19 09:04:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:45.313141 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.batch\" " with result "range_response_count:1 size:622" took too long (600.844341ms) to execute
Dec 19 09:04:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:45.313393 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:683" took too long (598.798379ms) to execute
Dec 19 09:04:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:45.313511 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (600.737116ms) to execute
Dec 19 09:04:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:46.214808 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-whlcs.15e1ba4719d02d2f\" " with result "range_response_count:1 size:468" took too long (193.589612ms) to execute
Dec 19 09:04:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:46.780567 W | etcdserver: request "header:<ID:14919139277707368578 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-czlhk.15e1ba4b009ff392\" mod_revision:45005829 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-czlhk.15e1ba4b009ff392\" value_size:482 lease:5695767240852592716 >> failure:<request_range:<key:\"/registry/events/default/backend-844b95fc6f-czlhk.15e1ba4b009ff392\" > >>" with result "size:20" took too long (120.835463ms) to execute
Dec 19 09:04:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:04:46.983989 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-czlhk.15e1ba41b566a2a6\" " with result "range_response_count:1 size:547" took too long (102.695185ms) to execute
Dec 19 09:05:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:05:15.453361 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1911" took too long (333.813834ms) to execute
