-- Logs begin at Thu 2020-01-30 14:51:24 UTC, end at Sat 2020-02-01 07:35:41 UTC. --
Feb 01 07:12:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:28.000753 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (273.586268ms) to execute
Feb 01 07:12:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:57.619940 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (245.828259ms) to execute
Feb 01 07:12:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:57.620233 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (687.063346ms) to execute
Feb 01 07:12:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:58.299255 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/noops\" range_end:\"/registry/config.istio.io/noopt\" count_only:true " with result "range_response_count:0 size:7" took too long (142.552181ms) to execute
Feb 01 07:12:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:58.299418 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-f7zml\" " with result "range_response_count:1 size:4149" took too long (194.383829ms) to execute
Feb 01 07:12:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:59.564318 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.monitoring.coreos.com\" " with result "range_response_count:1 size:659" took too long (524.227183ms) to execute
Feb 01 07:12:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:59.564377 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (606.379808ms) to execute
Feb 01 07:12:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:59.564484 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta2.apps\" " with result "range_response_count:1 size:619" took too long (524.09243ms) to execute
Feb 01 07:12:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:59.564540 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:683" took too long (524.871331ms) to execute
Feb 01 07:12:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:59.564667 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kuberneteses\" range_end:\"/registry/config.istio.io/kuberneteset\" count_only:true " with result "range_response_count:0 size:9" took too long (1.007060505s) to execute
Feb 01 07:12:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:59.564713 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.rbac.istio.io\" " with result "range_response_count:1 size:653" took too long (524.799581ms) to execute
Feb 01 07:12:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:59.564898 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (639.670566ms) to execute
Feb 01 07:12:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:59.564928 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "range_response_count:1 size:1284" took too long (522.313709ms) to execute
Feb 01 07:12:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:59.565308 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4fh8l\" " with result "range_response_count:1 size:4148" took too long (419.019136ms) to execute
Feb 01 07:12:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:59.565607 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (371.138335ms) to execute
Feb 01 07:12:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:59.566013 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-mixer-service-account-token-xcs5r\" " with result "range_response_count:1 size:2433" took too long (328.484139ms) to execute
Feb 01 07:12:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:12:59.566320 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (133.224342ms) to execute
Feb 01 07:13:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:01.007187 W | wal: sync duration of 1.341226885s, expected less than 1s
Feb 01 07:13:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:01.010750 W | etcdserver: request "header:<ID:14919139277751072649 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/default/backend-844b95fc6f\" mod_revision:53137827 > success:<request_put:<key:\"/registry/replicasets/default/backend-844b95fc6f\" value_size:988 >> failure:<request_range:<key:\"/registry/replicasets/default/backend-844b95fc6f\" > >>" with result "size:20" took too long (1.344333339s) to execute
Feb 01 07:13:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:01.011552 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:20 size:81723" took too long (1.245834804s) to execute
Feb 01 07:13:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:01.017091 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (383.640232ms) to execute
Feb 01 07:13:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:01.017365 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (360.151823ms) to execute
Feb 01 07:13:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:01.017401 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (733.647759ms) to execute
Feb 01 07:13:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:01.017590 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-qq86p\" " with result "range_response_count:1 size:4150" took too long (1.223466711s) to execute
Feb 01 07:13:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:01.017638 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-vrx7d\" " with result "range_response_count:1 size:4150" took too long (602.259753ms) to execute
Feb 01 07:13:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:01.017829 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (1.050536147s) to execute
Feb 01 07:13:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:01.244720 W | etcdserver: request "header:<ID:14919139277751072665 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:53137840 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1826 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (132.193042ms) to execute
Feb 01 07:13:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:01.259491 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/backend\" " with result "range_response_count:1 size:3094" took too long (146.975639ms) to execute
Feb 01 07:13:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:01.264165 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/gateways\" range_end:\"/registry/networking.istio.io/gatewayt\" count_only:true " with result "range_response_count:0 size:9" took too long (135.308002ms) to execute
Feb 01 07:13:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:01.518059 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (123.33465ms) to execute
Feb 01 07:13:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:04.853165 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-q84bf\" " with result "range_response_count:1 size:4150" took too long (119.208553ms) to execute
Feb 01 07:13:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:05.812603 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:5908" took too long (115.883404ms) to execute
Feb 01 07:13:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:05.812669 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (147.576589ms) to execute
Feb 01 07:13:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:05.812741 W | etcdserver: read-only range request "key:\"/registry/services/specs/kube-system/prometheus-operator-kubelet\" " with result "range_response_count:1 size:312" took too long (344.494555ms) to execute
Feb 01 07:13:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:05.812871 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (144.354054ms) to execute
Feb 01 07:13:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:06.914810 W | wal: sync duration of 1.006217725s, expected less than 1s
Feb 01 07:13:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:06.918692 W | etcdserver: read-only range request "key:\"/registry/limitranges/istio-system/\" range_end:\"/registry/limitranges/istio-system0\" " with result "range_response_count:0 size:7" took too long (1.002370984s) to execute
Feb 01 07:13:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:06.922011 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecs\" range_end:\"/registry/config.istio.io/quotaspect\" count_only:true " with result "range_response_count:0 size:7" took too long (991.927467ms) to execute
Feb 01 07:13:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:06.922280 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (269.00002ms) to execute
Feb 01 07:13:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:06.922454 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/zipkins\" range_end:\"/registry/config.istio.io/zipkint\" count_only:true " with result "range_response_count:0 size:7" took too long (315.727278ms) to execute
Feb 01 07:13:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:06.922877 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:20 size:80403" took too long (365.302597ms) to execute
Feb 01 07:13:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:06.923059 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (547.529825ms) to execute
Feb 01 07:13:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:08.173334 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-c7gks\" " with result "range_response_count:1 size:2314" took too long (485.119086ms) to execute
Feb 01 07:13:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:08.173562 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (349.111671ms) to execute
Feb 01 07:13:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:08.173674 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (344.716689ms) to execute
Feb 01 07:13:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:09.173399 W | etcdserver: request "header:<ID:14919139277751072829 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-pilot-759bbfd844-x85lv.15ef35ce6a2280d3\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-pilot-759bbfd844-x85lv.15ef35ce6a2280d3\" value_size:435 lease:5695767240896295563 >> failure:<>>" with result "size:20" took too long (898.049399ms) to execute
Feb 01 07:13:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:09.173560 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (798.441822ms) to execute
Feb 01 07:13:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:09.173604 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:9" took too long (668.162412ms) to execute
Feb 01 07:13:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:09.173944 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-bttzl\" " with result "range_response_count:1 size:2440" took too long (103.415674ms) to execute
Feb 01 07:13:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:12.308639 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (109.709745ms) to execute
Feb 01 07:13:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:12.309106 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (210.121375ms) to execute
Feb 01 07:13:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:12.309607 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (116.708385ms) to execute
Feb 01 07:13:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:13.684644 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:20 size:80403" took too long (705.689868ms) to execute
Feb 01 07:13:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:13.684850 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (803.485963ms) to execute
Feb 01 07:13:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:13.685065 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (769.010522ms) to execute
Feb 01 07:13:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:25.396422 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (663.636055ms) to execute
Feb 01 07:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:30.132532 W | wal: sync duration of 1.037036257s, expected less than 1s
Feb 01 07:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:30.294772 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/deniers\" range_end:\"/registry/config.istio.io/deniert\" count_only:true " with result "range_response_count:0 size:7" took too long (1.715582047s) to execute
Feb 01 07:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:30.294961 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha2.config.istio.io\" " with result "range_response_count:1 size:659" took too long (1.254336419s) to execute
Feb 01 07:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:30.295132 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (1.255330171s) to execute
Feb 01 07:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:30.295224 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (1.253876289s) to execute
Feb 01 07:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:30.295618 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:694" took too long (1.254506455s) to execute
Feb 01 07:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:30.296061 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (1.254453761s) to execute
Feb 01 07:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:30.297127 W | etcdserver: request "header:<ID:14919139277751073015 > lease_revoke:<id:4f0b6e20ccee386e>" with result "size:29" took too long (1.201581251s) to execute
Feb 01 07:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:30.297231 W | etcdserver: failed to revoke 4f0b6e20ccee386e ("lease not found")
Feb 01 07:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:30.297350 W | etcdserver: failed to revoke 4f0b6e20ccee386e ("lease not found")
Feb 01 07:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:30.297421 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-c7gks\" " with result "range_response_count:1 size:2314" took too long (1.101888258s) to execute
Feb 01 07:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:30.297612 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-c7gks\" " with result "range_response_count:1 size:2314" took too long (730.815337ms) to execute
Feb 01 07:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:30.298233 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (327.445853ms) to execute
Feb 01 07:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:30.298497 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (717.410142ms) to execute
Feb 01 07:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:30.687594 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (282.288503ms) to execute
Feb 01 07:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:30.687685 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (290.907531ms) to execute
Feb 01 07:13:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:35.285068 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (569.913863ms) to execute
Feb 01 07:13:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:35.285108 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (577.390341ms) to execute
Feb 01 07:13:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:35.285212 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (345.174966ms) to execute
Feb 01 07:13:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:35.285379 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (549.667642ms) to execute
Feb 01 07:13:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:41.671663 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (301.825217ms) to execute
Feb 01 07:13:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:41.672122 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (295.891424ms) to execute
Feb 01 07:13:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:44.944208 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/signalfxs\" range_end:\"/registry/config.istio.io/signalfxt\" count_only:true " with result "range_response_count:0 size:7" took too long (121.583984ms) to execute
Feb 01 07:13:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:46.382682 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/rbacconfigs\" range_end:\"/registry/rbac.istio.io/rbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (113.59607ms) to execute
Feb 01 07:13:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:46.382980 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (451.107766ms) to execute
Feb 01 07:13:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:55.248850 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (120.377596ms) to execute
Feb 01 07:13:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:13:55.249012 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/templates\" range_end:\"/registry/config.istio.io/templatet\" count_only:true " with result "range_response_count:0 size:7" took too long (318.867932ms) to execute
Feb 01 07:14:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:04.504841 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (228.421268ms) to execute
Feb 01 07:14:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:04.504984 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (620.876977ms) to execute
Feb 01 07:14:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:07.363531 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (932.663992ms) to execute
Feb 01 07:14:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:07.364368 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-pilot-service-account-token-b5gcf\" " with result "range_response_count:1 size:2433" took too long (607.064722ms) to execute
Feb 01 07:14:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:09.067431 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.236260965s) to execute
Feb 01 07:14:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:09.067494 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (1.19112444s) to execute
Feb 01 07:14:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:09.067533 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (692.052682ms) to execute
Feb 01 07:14:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:09.067859 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/noops\" range_end:\"/registry/config.istio.io/noopt\" count_only:true " with result "range_response_count:0 size:7" took too long (113.838978ms) to execute
Feb 01 07:14:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:09.068127 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.250615782s) to execute
Feb 01 07:14:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:09.068391 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/redisquotas\" range_end:\"/registry/config.istio.io/redisquotat\" count_only:true " with result "range_response_count:0 size:7" took too long (267.2192ms) to execute
Feb 01 07:14:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:09.068919 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (1.379561285s) to execute
Feb 01 07:14:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:10.693124 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (174.200161ms) to execute
Feb 01 07:14:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:10.693286 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/policies\" range_end:\"/registry/authentication.istio.io/policiet\" count_only:true " with result "range_response_count:0 size:9" took too long (193.743634ms) to execute
Feb 01 07:14:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:12.240567 W | etcdserver: request "header:<ID:14919139277751073468 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:53138026 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (504.064885ms) to execute
Feb 01 07:14:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:12.241178 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (503.795938ms) to execute
Feb 01 07:14:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:12.247451 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (416.719079ms) to execute
Feb 01 07:14:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:13.248489 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (157.156314ms) to execute
Feb 01 07:14:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 07:14:13.248964 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (159.830433ms) to execute
