-- Logs begin at Fri 2020-01-31 10:16:36 UTC, end at Sat 2020-02-01 22:20:19 UTC. --
Feb 01 21:57:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:16.108329 W | wal: sync duration of 2.560027638s, expected less than 1s
Feb 01 21:59:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:24.960410 W | wal: sync duration of 4.383719647s, expected less than 1s
Feb 01 21:59:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:24.963656 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (4.353471195s) to execute
Feb 01 21:59:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:24.963905 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (4.185592079s) to execute
Feb 01 21:59:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:24.964032 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (689.565693ms) to execute
Feb 01 21:59:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:24.964112 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (3.227883606s) to execute
Feb 01 21:59:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:24.964148 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (3.430694196s) to execute
Feb 01 21:59:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:24.964406 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (1.411242789s) to execute
Feb 01 21:59:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:24.964448 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (3.433403101s) to execute
Feb 01 21:59:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:24.964616 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims\" range_end:\"/registry/persistentvolumeclaimt\" count_only:true " with result "range_response_count:0 size:7" took too long (2.10207006s) to execute
Feb 01 21:59:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:24.964707 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (227.086574ms) to execute
Feb 01 21:59:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:24.964756 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (3.542448571s) to execute
Feb 01 21:59:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:24.964864 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (2.225087399s) to execute
Feb 01 21:59:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:24.964984 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (457.583022ms) to execute
Feb 01 21:59:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:24.965172 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (505.393086ms) to execute
Feb 01 21:59:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:27.417765 W | wal: sync duration of 2.448154124s, expected less than 1s
Feb 01 21:59:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:27.417880 I | mvcc: store.index: compact 53281860
Feb 01 21:59:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:27.419421 W | etcdserver: request "header:<ID:14919139277751652898 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > compaction:<revision:53281860 > " with result "size:7" took too long (2.449588114s) to execute
Feb 01 21:59:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:27.419618 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/horizontal-pod-autoscaler\" " with result "range_response_count:1 size:274" took too long (2.449976295s) to execute
Feb 01 21:59:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:27.432999 I | mvcc: finished scheduled compaction at 53281860 (took 13.697601ms)
Feb 01 21:59:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:27.773988 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-7ljh9.15ef6629360f6943\" " with result "range_response_count:1 size:588" took too long (2.801729163s) to execute
Feb 01 21:59:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:27.774046 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (2.803710786s) to execute
Feb 01 21:59:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:27.774253 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (2.801630198s) to execute
Feb 01 21:59:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:27.774431 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (2.801854179s) to execute
Feb 01 21:59:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:27.774488 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.72381893s) to execute
Feb 01 21:59:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:27.774711 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (345.305184ms) to execute
Feb 01 21:59:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:27.775402 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:10 size:16146" took too long (2.552524875s) to execute
Feb 01 21:59:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:27.775891 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (2.80283929s) to execute
Feb 01 21:59:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:27.779384 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (2.806547494s) to execute
Feb 01 21:59:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:28.115899 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3153" took too long (336.086991ms) to execute
Feb 01 21:59:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:34.409278 W | wal: sync duration of 6.297301939s, expected less than 1s
Feb 01 21:59:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:36.414767 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:525" took too long (8.63406444s) to execute
Feb 01 21:59:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:36.414825 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/resourcequota-controller\" " with result "range_response_count:1 size:271" took too long (8.634913438s) to execute
Feb 01 21:59:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:36.414923 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" " with result "range_response_count:1 size:1295" took too long (8.633291009s) to execute
Feb 01 21:59:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:36.414938 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:28480" took too long (8.349859897s) to execute
Feb 01 21:59:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:36.415340 W | etcdserver: request "header:<ID:14919139277751652912 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/10.0.0.8\" mod_revision:53282426 > success:<request_put:<key:\"/registry/masterleases/10.0.0.8\" value_size:63 lease:5695767240896877099 >> failure:<request_range:<key:\"/registry/masterleases/10.0.0.8\" > >>" with result "size:20" took too long (2.005315529s) to execute
Feb 01 21:59:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:36.415735 W | etcdserver: failed to revoke 4f0b6e20ccf711f0 ("lease not found")
Feb 01 21:59:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:36.415756 W | etcdserver: failed to revoke 4f0b6e20ccf711f0 ("lease not found")
Feb 01 21:59:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:36.415897 W | etcdserver: failed to revoke 4f0b6e20ccf711f0 ("lease not found")
Feb 01 21:59:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:36.415930 W | etcdserver: failed to revoke 4f0b6e20ccf711f0 ("lease not found")
Feb 01 21:59:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:36.415946 W | etcdserver: failed to revoke 4f0b6e20ccf711f0 ("lease not found")
Feb 01 21:59:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:36.415961 W | etcdserver: failed to revoke 4f0b6e20ccf711f0 ("lease not found")
Feb 01 21:59:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:36.415976 W | etcdserver: failed to revoke 4f0b6e20ccf711f0 ("lease not found")
Feb 01 21:59:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:36.416002 W | etcdserver: failed to revoke 4f0b6e20ccf711f0 ("lease not found")
Feb 01 21:59:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:36.416127 W | etcdserver: failed to revoke 4f0b6e20ccf711f0 ("lease not found")
Feb 01 21:59:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:36.416158 W | etcdserver: failed to revoke 4f0b6e20ccf711f0 ("lease not found")
Feb 01 21:59:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:36.416326 W | etcdserver: failed to revoke 4f0b6e20ccf711f0 ("lease not found")
Feb 01 21:59:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:37.739652 W | wal: sync duration of 3.330136835s, expected less than 1s
Feb 01 21:59:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:39.565063 W | etcdserver: read-only range request "key:\"/registry/cronjobs/\" range_end:\"/registry/cronjobs0\" " with result "error:context canceled" took too long (3.136519395s) to execute
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.854147 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:9" took too long (8.796492517s) to execute
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.854198 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (10.920982852s) to execute
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.854253 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (10.921180718s) to execute
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.854378 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (11.785629609s) to execute
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.854510 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-7swx2.15ef66298f1c6fdc\" " with result "range_response_count:1 size:589" took too long (12.731572062s) to execute
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.854542 W | etcdserver: request "header:<ID:14919139277751652930 > lease_revoke:<id:4f0b6e20ccf711f0>" with result "error:lease not found" took too long (3.114471651s) to execute
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.854561 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (11.411193558s) to execute
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.854798 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (7.816487896s) to execute
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.854823 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (12.65072586s) to execute
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.855037 W | etcdserver: failed to revoke 4f0b6e20ccf711f0 ("lease not found")
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.855051 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (11.417888545s) to execute
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.855085 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (12.738120263s) to execute
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.855268 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (11.406794371s) to execute
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.855336 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (10.921573695s) to execute
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.855442 W | etcdserver: failed to revoke 4f0b6e20ccf711f0 ("lease not found")
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.855456 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (10.922038485s) to execute
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.856022 W | etcdserver: failed to revoke 4f0b6e20ccf711f0 ("lease not found")
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.856070 W | etcdserver: failed to revoke 4f0b6e20ccf711f0 ("lease not found")
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.856346 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (10.887303801s) to execute
Feb 01 21:59:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:40.857209 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.batch\" " with result "range_response_count:1 size:608" took too long (10.923543267s) to execute
Feb 01 21:59:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:41.927924 W | wal: sync duration of 4.188037039s, expected less than 1s
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.441318 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-7swx2\" " with result "range_response_count:1 size:1620" took too long (7.151393257s) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.441362 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (7.205273073s) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.441383 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (8.76186892s) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.442027 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (7.023195184s) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.442267 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (7.020890432s) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.442288 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (6.855008098s) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.442363 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (5.76726677s) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.442571 W | etcdserver: request "header:<ID:14919139277751652936 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:53282448 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5025 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (1.514106125s) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.653181 W | wal: sync duration of 1.724978494s, expected less than 1s
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.955008 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/generic-garbage-collector\" " with result "range_response_count:1 size:274" took too long (3.090399725s) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.955047 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta2.autoscaling\" " with result "range_response_count:1 size:640" took too long (3.090715013s) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.955102 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (3.09048826s) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.955242 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:694" took too long (3.091045272s) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.955308 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-scheduler-openhouse-demo-k8s-master-1.15d2b8691f895acb\" " with result "range_response_count:0 size:7" took too long (2.405040614s) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.955369 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authorization.k8s.io\" " with result "range_response_count:1 size:667" took too long (3.091278519s) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.955443 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (3.090668564s) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.955645 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (6.214370905s) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.955798 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.autoscaling\" " with result "range_response_count:1 size:626" took too long (3.089099646s) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.955916 W | etcdserver: request "header:<ID:14919139277751652940 > lease_revoke:<id:4f0b6e20ccf7122b>" with result "size:29" took too long (302.220088ms) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.961312 W | etcdserver: failed to revoke 4f0b6e20ccf7122b ("lease not found")
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.961800 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-7ljh9.15ef662ac2578b69\" " with result "range_response_count:1 size:589" took too long (455.631646ms) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.961993 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (513.852291ms) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.962162 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/pod-garbage-collector\" " with result "range_response_count:1 size:262" took too long (514.144038ms) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.962327 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-public\" " with result "range_response_count:1 size:180" took too long (515.986261ms) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.962522 W | etcdserver: read-only range request "key:\"/registry/masterleases/\" range_end:\"/registry/masterleases0\" " with result "range_response_count:0 size:7" took too long (517.615103ms) to execute
Feb 01 21:59:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:43.962706 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (140.915685ms) to execute
Feb 01 21:59:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:47.462828 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta1.autoscaling\" " with result "range_response_count:1 size:640" took too long (3.494295511s) to execute
Feb 01 21:59:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:47.462975 W | etcdserver: request "header:<ID:14919139277751652948 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-7ljh9.15ef662ac2578b69\" mod_revision:53282441 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-7ljh9.15ef662ac2578b69\" value_size:484 lease:5695767240896877057 >> failure:<request_range:<key:\"/registry/events/default/backend-844b95fc6f-7ljh9.15ef662ac2578b69\" > >>" with result "size:20" took too long (1.90685961s) to execute
Feb 01 21:59:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:47.960490 W | wal: sync duration of 2.395416992s, expected less than 1s
Feb 01 21:59:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:48.333092 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-7ljh9\" " with result "range_response_count:1 size:1620" took too long (4.363808877s) to execute
Feb 01 21:59:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:48.333149 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apiextensions.k8s.io\" " with result "range_response_count:1 size:667" took too long (4.364512237s) to execute
Feb 01 21:59:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:48.333446 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (4.364909574s) to execute
Feb 01 21:59:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:48.333468 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (3.783568122s) to execute
Feb 01 21:59:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:48.333704 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:668" took too long (4.358820621s) to execute
Feb 01 21:59:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:48.333815 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.networking.k8s.io\" " with result "range_response_count:1 size:644" took too long (4.363969978s) to execute
Feb 01 21:59:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:48.333932 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (4.361188559s) to execute
Feb 01 21:59:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:48.334205 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.certificates.k8s.io\" " with result "range_response_count:1 size:664" took too long (4.36425913s) to execute
Feb 01 21:59:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:48.334347 W | etcdserver: request "header:<ID:14919139277751652950 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:53282453 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:4164 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (373.486091ms) to execute
Feb 01 21:59:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:49.788005 W | wal: sync duration of 1.827260116s, expected less than 1s
