-- Logs begin at Mon 2019-10-07 09:29:53 UTC, end at Thu 2019-10-10 17:28:41 UTC. --
Oct 10 17:07:28 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:07:28.095847 W | wal: sync duration of 3.552405309s, expected less than 1s
Oct 10 17:09:31 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:31.894875 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (922.07161ms) to execute
Oct 10 17:09:33 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:33.938251 W | wal: sync duration of 2.048330516s, expected less than 1s
Oct 10 17:09:33 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:33.941306 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/tracespans\" range_end:\"/registry/config.istio.io/tracespant\" count_only:true " with result "range_response_count:0 size:7" took too long (2.073121205s) to execute
Oct 10 17:09:33 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:33.941688 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (2.10844739s) to execute
Oct 10 17:09:33 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:33.941937 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-public\" " with result "range_response_count:1 size:180" took too long (2.389641321s) to execute
Oct 10 17:09:33 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:33.942370 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-4vwv2.15cc5831a954808d\" " with result "range_response_count:1 size:591" took too long (2.391467406s) to execute
Oct 10 17:09:33 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:33.942588 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/horizontal-pod-autoscaler\" " with result "range_response_count:1 size:274" took too long (2.39485984s) to execute
Oct 10 17:09:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:34.468660 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (1.861805501s) to execute
Oct 10 17:09:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:34.468700 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts\" range_end:\"/registry/serviceaccountt\" count_only:true " with result "range_response_count:0 size:9" took too long (2.564182258s) to execute
Oct 10 17:09:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:34.468954 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (2.568396285s) to execute
Oct 10 17:09:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:34.468980 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-rn4kk\" " with result "range_response_count:1 size:2440" took too long (1.229805469s) to execute
Oct 10 17:09:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:34.469120 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (2.570012409s) to execute
Oct 10 17:09:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:34.469222 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-l929r.15cc5838b763b427\" " with result "range_response_count:1 size:573" took too long (1.754006876s) to execute
Oct 10 17:09:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:34.469735 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (884.880636ms) to execute
Oct 10 17:09:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:34.469872 W | etcdserver: read-only range request "key:\"/registry/validatingwebhookconfigurations\" range_end:\"/registry/validatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (815.941747ms) to execute
Oct 10 17:09:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:34.469927 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (820.615942ms) to execute
Oct 10 17:09:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:34.470322 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (917.388692ms) to execute
Oct 10 17:09:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:34.470353 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (921.890968ms) to execute
Oct 10 17:09:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:34.471256 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-zjp9l\" " with result "range_response_count:1 size:4261" took too long (1.104875464s) to execute
Oct 10 17:09:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:34.471639 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (525.290047ms) to execute
Oct 10 17:09:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:34.472040 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:6063" took too long (500.146133ms) to execute
Oct 10 17:09:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:34.472230 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-l929r\" " with result "range_response_count:1 size:3075" took too long (522.377513ms) to execute
Oct 10 17:09:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:34.472401 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (512.985009ms) to execute
Oct 10 17:09:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:34.850785 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-gwvhm\" " with result "range_response_count:1 size:4136" took too long (312.233054ms) to execute
Oct 10 17:09:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:35.553336 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:5908" took too long (973.31167ms) to execute
Oct 10 17:09:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:35.553799 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (978.986871ms) to execute
Oct 10 17:09:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:35.554538 W | etcdserver: request "header:<ID:14919138748426971139 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-gwvhm\" mod_revision:32169481 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-gwvhm\" value_size:4283 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-gwvhm\" > >>" with result "size:20" took too long (173.225311ms) to execute
Oct 10 17:09:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:35.763756 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (661.439783ms) to execute
Oct 10 17:09:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:35.763826 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/deniers\" range_end:\"/registry/config.istio.io/deniert\" count_only:true " with result "range_response_count:0 size:7" took too long (393.278906ms) to execute
Oct 10 17:09:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:35.763980 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (528.437787ms) to execute
Oct 10 17:09:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:35.764140 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-pilot-service-account-token-pvmmd\" " with result "range_response_count:1 size:2433" took too long (738.854106ms) to execute
Oct 10 17:09:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:35.764452 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (427.89346ms) to execute
Oct 10 17:09:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:35.779192 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-l929r.15cc5838b763b427\" " with result "range_response_count:1 size:573" took too long (914.268183ms) to execute
Oct 10 17:09:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:36.142889 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-2927v\" " with result "range_response_count:1 size:4256" took too long (567.958713ms) to execute
Oct 10 17:09:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:36.142955 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6199" took too long (570.659313ms) to execute
Oct 10 17:09:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:36.143074 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5252" took too long (418.176546ms) to execute
Oct 10 17:09:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:36.143882 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/reportnothings\" range_end:\"/registry/config.istio.io/reportnothingt\" count_only:true " with result "range_response_count:0 size:7" took too long (155.270963ms) to execute
Oct 10 17:09:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:36.144083 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/zipkins\" range_end:\"/registry/config.istio.io/zipkint\" count_only:true " with result "range_response_count:0 size:7" took too long (273.421948ms) to execute
Oct 10 17:09:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:36.144293 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/istio-pilot-service-account\" " with result "range_response_count:1 size:628" took too long (374.129368ms) to execute
Oct 10 17:09:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:36.144816 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (374.476758ms) to execute
Oct 10 17:09:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:36.904650 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6199" took too long (749.434264ms) to execute
Oct 10 17:09:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:37.592432 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (716.713361ms) to execute
Oct 10 17:09:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:37.592660 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.102979483s) to execute
Oct 10 17:09:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:37.592805 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (1.327251806s) to execute
Oct 10 17:09:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:37.592875 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (717.253662ms) to execute
Oct 10 17:09:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:37.593035 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (1.344916674s) to execute
Oct 10 17:09:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:37.593073 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-l929r.15cc5838b763b427\" " with result "range_response_count:1 size:573" took too long (880.187742ms) to execute
Oct 10 17:09:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:37.593246 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.099972087s) to execute
Oct 10 17:09:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:37.593371 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (718.714645ms) to execute
Oct 10 17:09:39 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:39.904789 W | wal: sync duration of 2.314765181s, expected less than 1s
Oct 10 17:09:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:40.453520 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-6mprp\" " with result "range_response_count:1 size:2314" took too long (2.926748118s) to execute
Oct 10 17:09:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:40.453605 W | etcdserver: request "header:<ID:14919138748426971159 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/horizontalpodautoscalers/istio-system/istio-ingressgateway\" mod_revision:32169800 > success:<request_put:<key:\"/registry/horizontalpodautoscalers/istio-system/istio-ingressgateway\" value_size:1661 >> failure:<request_range:<key:\"/registry/horizontalpodautoscalers/istio-system/istio-ingressgateway\" > >>" with result "size:20" took too long (548.467784ms) to execute
Oct 10 17:09:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:40.453723 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-gwvhm\" " with result "range_response_count:1 size:4359" took too long (3.536237806s) to execute
Oct 10 17:09:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:40.618151 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (3.00999124s) to execute
Oct 10 17:09:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:40.618277 W | etcdserver: read-only range request "key:\"/registry/configmaps\" range_end:\"/registry/configmapt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.617616449s) to execute
Oct 10 17:09:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:40.618478 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (2.993170713s) to execute
Oct 10 17:09:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:40.618601 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (3.010278221s) to execute
Oct 10 17:09:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:40.618641 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/stdios\" range_end:\"/registry/config.istio.io/stdiot\" count_only:true " with result "range_response_count:0 size:7" took too long (1.97688327s) to execute
Oct 10 17:09:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:40.618806 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-6mprp\" " with result "range_response_count:1 size:2314" took too long (2.566784697s) to execute
Oct 10 17:09:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:40.618883 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-4vwv2.15cc58319a39f5cd\" " with result "range_response_count:1 size:592" took too long (738.475291ms) to execute
Oct 10 17:09:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:40.619082 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (3.012323974s) to execute
Oct 10 17:09:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:40.619413 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (2.334131992s) to execute
Oct 10 17:09:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:40.619458 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (3.011692471s) to execute
Oct 10 17:09:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:40.628417 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (168.828892ms) to execute
Oct 10 17:09:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:40.628714 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (168.939435ms) to execute
Oct 10 17:09:41 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:41.126556 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:6063" took too long (482.914191ms) to execute
Oct 10 17:09:41 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:41.513249 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (843.983142ms) to execute
Oct 10 17:09:41 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:41.513412 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (863.970986ms) to execute
Oct 10 17:09:41 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:41.513594 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/deployment-controller\" " with result "range_response_count:1 size:262" took too long (868.361675ms) to execute
Oct 10 17:09:41 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:41.513666 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-4vwv2.15cc5831a954808d\" " with result "range_response_count:1 size:591" took too long (863.746276ms) to execute
Oct 10 17:09:42 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:42.941302 W | wal: sync duration of 1.431099946s, expected less than 1s
Oct 10 17:09:42 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:42.944380 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/kube-proxy\" " with result "range_response_count:1 size:1480" took too long (1.589653574s) to execute
Oct 10 17:09:42 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:42.944457 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-t9qg4\" " with result "range_response_count:1 size:3243" took too long (1.80097124s) to execute
Oct 10 17:09:42 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:42.944551 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (1.808674089s) to execute
Oct 10 17:09:42 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:42.944772 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (1.807230832s) to execute
Oct 10 17:09:42 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:42.945554 W | etcdserver: failed to revoke 4f0b6da58ec167b4 ("lease not found")
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.050184 W | wal: sync duration of 1.108655445s, expected less than 1s
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.053166 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.591757799s) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.053273 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.446710578s) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.053294 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/envoyfilters\" range_end:\"/registry/networking.istio.io/envoyfiltert\" count_only:true " with result "range_response_count:0 size:7" took too long (1.589004628s) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.053503 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (2.535448463s) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.053710 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-telemetry\" " with result "range_response_count:1 size:959" took too long (2.52494166s) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.053931 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (1.971566008s) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.054015 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (1.510066983s) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.054086 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:1150" took too long (2.525117284s) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.054189 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.59190798s) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.054283 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (1.576315027s) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.563937 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotas\" range_end:\"/registry/config.istio.io/quotat\" count_only:true " with result "range_response_count:0 size:7" took too long (1.178895589s) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.563988 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (1.302264483s) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.564066 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-cleanup-secrets-service-account-token-fqrjt\" " with result "range_response_count:1 size:2503" took too long (816.874218ms) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.564181 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/replicaset-controller\" " with result "range_response_count:1 size:262" took too long (1.612873785s) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.564416 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/replicaset-controller\" " with result "range_response_count:1 size:262" took too long (1.613632403s) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.564517 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.536470596s) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.564671 W | etcdserver: request "header:<ID:14919138748426971203 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:32169930 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:373 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:20" took too long (122.053402ms) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.565625 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (1.606025131s) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.566350 W | etcdserver: read-only range request "key:\"/registry/masterleases/\" range_end:\"/registry/masterleases0\" " with result "range_response_count:1 size:131" took too long (506.377928ms) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.566606 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" " with result "range_response_count:1 size:771" took too long (499.702407ms) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.566814 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/generic-garbage-collector\" " with result "range_response_count:1 size:274" took too long (503.047364ms) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.566884 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:1150" took too long (497.402199ms) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.567114 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (503.42323ms) to execute
Oct 10 17:09:44 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:09:44.567509 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-l929r\" " with result "range_response_count:1 size:3243" took too long (503.898183ms) to execute
Oct 10 17:10:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 17:10:08.023284 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-hlqzt\" " with result "range_response_count:1 size:4400" took too long (223.249083ms) to execute
