-- Logs begin at Wed 2019-10-30 17:55:18 UTC, end at Sat 2019-11-02 12:50:55 UTC. --
Nov 02 12:30:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:30:06.068751 I | wal: segmented wal file /var/lib/etcd/member/wal/0000000000000504-0000000002589f54.wal is created
Nov 02 12:45:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:45:13.060977 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (152.798361ms) to execute
Nov 02 12:45:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:45:23.508238 W | etcdserver: request "header:<ID:14919139277658271182 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:35656061 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5896 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (277.693617ms) to execute
Nov 02 12:45:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:45:23.508563 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (128.844341ms) to execute
Nov 02 12:45:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:45:25.180990 W | etcdserver: request "header:<ID:14919139277658271194 > lease_revoke:<id:4f0b6e20c7662d4f>" with result "size:29" took too long (182.957123ms) to execute
Nov 02 12:45:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:45:26.684463 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (307.034928ms) to execute
Nov 02 12:45:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:45:26.684639 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (488.59525ms) to execute
Nov 02 12:45:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:45:33.580909 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (201.256189ms) to execute
Nov 02 12:45:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:45:50.579770 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (662.567532ms) to execute
Nov 02 12:45:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:45:54.843640 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (227.666896ms) to execute
Nov 02 12:45:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:45:54.843951 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (242.125829ms) to execute
Nov 02 12:46:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:03.241708 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (360.691976ms) to execute
Nov 02 12:46:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:09.082077 N | compactor: Starting auto-compaction at revision 35578016
Nov 02 12:46:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:09.082378 N | compactor: Finished auto-compaction at revision 35578016
Nov 02 12:46:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:13.622270 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (215.426303ms) to execute
Nov 02 12:46:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:13.623445 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (331.590882ms) to execute
Nov 02 12:46:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:13.623681 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (242.807665ms) to execute
Nov 02 12:46:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:25.985370 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (246.905761ms) to execute
Nov 02 12:46:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:28.214668 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (218.958974ms) to execute
Nov 02 12:46:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:28.214793 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (488.980754ms) to execute
Nov 02 12:46:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:28.214870 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (400.62671ms) to execute
Nov 02 12:46:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:30.227615 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (372.350616ms) to execute
Nov 02 12:46:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:30.227646 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-225ff\" " with result "range_response_count:1 size:1735" took too long (451.347743ms) to execute
Nov 02 12:46:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:30.227816 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-225ff.15d358ec311e318c\" " with result "range_response_count:1 size:589" took too long (451.29847ms) to execute
Nov 02 12:46:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:30.227850 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:30704" took too long (358.939081ms) to execute
Nov 02 12:46:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:30.227997 W | etcdserver: request "header:<ID:14919139277658271707 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:35656193 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5280 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (318.827234ms) to execute
Nov 02 12:46:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:34.864867 W | etcdserver: request "header:<ID:14919139277658271759 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:35656202 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (221.387188ms) to execute
Nov 02 12:46:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:38.592895 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (327.325871ms) to execute
Nov 02 12:46:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:38.593217 W | etcdserver: request "header:<ID:14919139277658271779 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:35656207 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (108.250788ms) to execute
Nov 02 12:46:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:43.888607 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (242.80233ms) to execute
Nov 02 12:46:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:43.893591 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (247.594642ms) to execute
Nov 02 12:46:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:43.893710 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (145.744671ms) to execute
Nov 02 12:46:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:45.743411 I | mvcc: store.index: compact 35655668
Nov 02 12:46:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:45.750390 I | mvcc: finished scheduled compaction at 35655668 (took 5.279204ms)
Nov 02 12:46:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:52.518283 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (576.311964ms) to execute
Nov 02 12:46:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:52.518376 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (145.309796ms) to execute
Nov 02 12:46:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:52.518517 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:9" took too long (225.298783ms) to execute
Nov 02 12:46:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:46:52.518792 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (202.450567ms) to execute
Nov 02 12:47:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:47:05.191918 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (476.302209ms) to execute
Nov 02 12:47:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:47:05.192338 W | etcdserver: request "header:<ID:14919139277658272032 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:35656276 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (250.909194ms) to execute
Nov 02 12:47:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:47:13.785443 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (406.094654ms) to execute
Nov 02 12:47:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:47:20.821281 W | etcdserver: request "header:<ID:14919139277658272160 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/10.0.0.8\" mod_revision:35656308 > success:<request_put:<key:\"/registry/masterleases/10.0.0.8\" value_size:64 lease:5695767240803496350 >> failure:<request_range:<key:\"/registry/masterleases/10.0.0.8\" > >>" with result "size:20" took too long (464.746153ms) to execute
Nov 02 12:47:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:47:20.821587 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (187.460854ms) to execute
Nov 02 12:47:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:47:23.048420 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (126.203537ms) to execute
Nov 02 12:47:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:47:23.049010 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (214.938197ms) to execute
Nov 02 12:47:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:47:37.575379 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (170.896237ms) to execute
Nov 02 12:47:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:47:49.041169 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (872.649503ms) to execute
Nov 02 12:47:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:47:49.041251 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (802.700948ms) to execute
Nov 02 12:47:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:47:49.041356 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (686.949864ms) to execute
Nov 02 12:47:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:47:49.041476 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (829.059376ms) to execute
Nov 02 12:47:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:47:49.041553 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (818.276086ms) to execute
Nov 02 12:47:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:47:49.041776 W | etcdserver: request "header:<ID:14919139277658272380 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:35656377 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (351.209026ms) to execute
Nov 02 12:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:47:57.536825 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (155.732367ms) to execute
Nov 02 12:47:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:47:57.537016 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (211.737264ms) to execute
Nov 02 12:48:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:48:00.918702 W | etcdserver: request "header:<ID:14919139277658272492 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:35656402 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5280 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (441.871608ms) to execute
Nov 02 12:48:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:48:03.283291 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (281.024142ms) to execute
Nov 02 12:48:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:48:05.879249 W | etcdserver: request "header:<ID:14919139277658272537 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:35656416 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (427.523467ms) to execute
Nov 02 12:48:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:48:05.879406 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (146.686375ms) to execute
Nov 02 12:48:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:48:06.070580 I | etcdserver: start to snapshot (applied: 39364869, lastsnap: 39354868)
Nov 02 12:48:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:48:06.145361 I | etcdserver: saved snapshot at index 39364869
Nov 02 12:48:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:48:06.146312 I | etcdserver: compacted raft log at 39359869
Nov 02 12:48:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:48:07.661085 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (381.044241ms) to execute
Nov 02 12:48:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:48:07.661273 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (330.618552ms) to execute
Nov 02 12:48:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:48:35.195874 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-000000000257e5b0.snap successfully
Nov 02 12:48:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:48:36.269535 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (204.537299ms) to execute
Nov 02 12:48:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:48:36.269637 W | etcdserver: request "header:<ID:14919139277658272788 > lease_revoke:<id:4f0b6e20c76633a4>" with result "size:29" took too long (188.271931ms) to execute
Nov 02 12:48:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 12:48:40.366382 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (179.247505ms) to execute
