-- Logs begin at Wed 2020-01-29 20:49:21 UTC, end at Fri 2020-01-31 18:15:55 UTC. --
Jan 31 17:52:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:52:57.415383 I | pkg/fileutil: purged file /var/lib/etcd/member/wal/0000000000000737-000000000378eff8.wal successfully
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.081863 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (13.191811935s) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.082016 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (13.192108093s) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.082155 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (13.192255008s) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.082222 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/coredns\" " with result "range_response_count:1 size:575" took too long (13.192338237s) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.082300 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (13.198637102s) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.082362 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-operator\" " with result "range_response_count:1 size:414" took too long (13.194643357s) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.082448 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (13.194201962s) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.082896 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (13.195275824s) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.083006 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-public\" " with result "range_response_count:1 size:180" took too long (13.198767101s) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.424310 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (337.215118ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.889666 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (800.926212ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.890054 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/kube-scheduler-openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:1736" took too long (591.408669ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.890420 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:10 size:16363" took too long (621.592689ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.890650 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-scheduler-openhouse-demo-k8s-master-1.15d2b8691f895acb\" " with result "range_response_count:0 size:7" took too long (782.058045ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.890881 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (785.033426ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.891111 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.monitoring.coreos.com\" " with result "range_response_count:1 size:659" took too long (787.07023ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.891279 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (802.575308ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.891350 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (792.330351ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.891515 W | etcdserver: read-only range request "key:\"/registry/services/specs/kube-system/alertmanager-operated\" " with result "range_response_count:1 size:504" took too long (787.650394ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.891540 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (802.950176ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.891684 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (792.525972ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.891714 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:683" took too long (792.322307ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.891856 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (803.383555ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.891953 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.scheduling.k8s.io\" " with result "range_response_count:1 size:659" took too long (792.62427ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.891999 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (792.928765ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.892138 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/coredns\" " with result "range_response_count:1 size:575" took too long (803.432692ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.892219 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta2.apps\" " with result "range_response_count:1 size:619" took too long (792.96891ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.892361 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (793.158328ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.892691 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (793.495615ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.892816 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kube-proxy\" " with result "range_response_count:1 size:228" took too long (804.123789ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.892949 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:525" took too long (804.262588ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.893082 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (804.399625ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.893361 W | etcdserver: request "header:<ID:14919139277750551643 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-wjx4m.15ef0a5807da6bd4\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-wjx4m.15ef0a5807da6bd4\" value_size:459 lease:5695767240895775818 >> failure:<>>" with result "size:20" took too long (163.83089ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.965456 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (537.271159ms) to execute
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.979328 I | etcdserver: saved snapshot at index 58417240
Jan 31 17:57:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:38.979907 I | etcdserver: compacted raft log at 58412240
Jan 31 17:57:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:39.296284 W | etcdserver: request "header:<ID:14919139277750551652 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-wjx4m.15ef0a28e3596218\" mod_revision:53003615 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-wjx4m.15ef0a28e3596218\" value_size:442 lease:5695767240895775818 >> failure:<request_range:<key:\"/registry/events/default/backend-844b95fc6f-wjx4m.15ef0a28e3596218\" > >>" with result "size:20" took too long (125.762614ms) to execute
Jan 31 17:57:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:39.296865 W | etcdserver: read-only range request "key:\"/registry/services/specs/kube-system/alertmanager-operated\" " with result "range_response_count:1 size:504" took too long (310.175296ms) to execute
Jan 31 17:57:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:39.382699 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:28364" took too long (266.762123ms) to execute
Jan 31 17:57:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:39.382845 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (386.621544ms) to execute
Jan 31 17:57:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:39.382978 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "range_response_count:1 size:1284" took too long (379.726775ms) to execute
Jan 31 17:57:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:39.383047 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (388.499154ms) to execute
Jan 31 17:57:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:39.383222 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.batch\" " with result "range_response_count:1 size:608" took too long (389.526624ms) to execute
Jan 31 17:57:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:39.383514 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-controller-manager-openhouse-demo-k8s-master-1.15d2b86a2e76e0bc\" " with result "range_response_count:1 size:665" took too long (391.091057ms) to execute
Jan 31 17:57:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:39.384830 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (387.168527ms) to execute
Jan 31 17:57:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:39.827277 W | etcdserver: request "header:<ID:14919139277750551660 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/kube-controller-manager-openhouse-demo-k8s-master-1.15d2b86a2e76e0bc\" mod_revision:53004129 > success:<request_put:<key:\"/registry/events/kube-system/kube-controller-manager-openhouse-demo-k8s-master-1.15d2b86a2e76e0bc\" value_size:529 lease:5695767240895775818 >> failure:<request_range:<key:\"/registry/events/kube-system/kube-controller-manager-openhouse-demo-k8s-master-1.15d2b86a2e76e0bc\" > >>" with result "size:20" took too long (417.915872ms) to execute
Jan 31 17:57:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:39.829240 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (439.486179ms) to execute
Jan 31 17:57:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:39.829592 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (437.539867ms) to execute
Jan 31 17:57:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:39.830132 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-wjx4m.15ef0a28f11a0955\" " with result "range_response_count:1 size:465" took too long (435.964699ms) to execute
Jan 31 17:57:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:39.830590 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta2.autoscaling\" " with result "range_response_count:1 size:640" took too long (436.79742ms) to execute
Jan 31 17:57:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:39.831205 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:694" took too long (437.386237ms) to execute
Jan 31 17:57:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:39.831429 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authorization.k8s.io\" " with result "range_response_count:1 size:667" took too long (438.156673ms) to execute
Jan 31 17:57:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:39.831600 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.autoscaling\" " with result "range_response_count:1 size:626" took too long (438.651666ms) to execute
Jan 31 17:57:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:40.096230 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (258.21871ms) to execute
Jan 31 17:57:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:40.096284 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-wjx4m.15ef0a2900e28478\" " with result "range_response_count:1 size:465" took too long (253.804906ms) to execute
Jan 31 17:57:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:40.096554 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:692" took too long (258.594787ms) to execute
Jan 31 17:57:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:40.096662 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:668" took too long (258.076355ms) to execute
Jan 31 17:57:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:40.096781 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (259.004584ms) to execute
Jan 31 17:57:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:40.096808 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (258.1737ms) to execute
Jan 31 17:57:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:40.097251 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-scheduler-openhouse-demo-k8s-master-1.15d2b8691f895acb\" " with result "range_response_count:1 size:629" took too long (256.066798ms) to execute
Jan 31 17:57:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:40.097476 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta1.autoscaling\" " with result "range_response_count:1 size:640" took too long (259.335252ms) to execute
Jan 31 17:57:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:40.515104 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.certificates.k8s.io\" " with result "range_response_count:1 size:664" took too long (413.806457ms) to execute
Jan 31 17:57:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:40.522393 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-controller-manager-openhouse-demo-k8s-master-1.15d2b86a2e76e0bc\" " with result "range_response_count:1 size:665" took too long (418.339397ms) to execute
Jan 31 17:57:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:40.847366 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/metrics-server-68f94cc659-8pkpg.15d2beddcb895b07\" " with result "range_response_count:0 size:7" took too long (232.607057ms) to execute
Jan 31 17:57:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:41.125323 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-scheduler-openhouse-demo-k8s-master-1.15d2b8691f895acb\" " with result "range_response_count:1 size:629" took too long (262.797316ms) to execute
Jan 31 17:57:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:41.335921 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-controller-manager-openhouse-demo-k8s-master-1.15d2b86a2e76e0bc\" " with result "range_response_count:1 size:665" took too long (204.775179ms) to execute
Jan 31 17:57:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:41.586035 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-controller-manager-openhouse-demo-k8s-master-1.15d2b86a2e76e0bc\" " with result "range_response_count:1 size:665" took too long (231.882157ms) to execute
Jan 31 17:57:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:41.879224 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/metrics-server-68f94cc659-8pkpg.15d2beddcb895b07\" " with result "range_response_count:1 size:632" took too long (281.085317ms) to execute
Jan 31 17:57:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:41.879539 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3153" took too long (162.408531ms) to execute
Jan 31 17:57:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:42.191449 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-scheduler-openhouse-demo-k8s-master-1.15d04bdb9a6ef57f\" " with result "range_response_count:0 size:7" took too long (228.396219ms) to execute
Jan 31 17:57:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:57:56.765524 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-00000000037a9c1a.snap successfully
Jan 31 17:58:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:21.134369 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "error:context canceled" took too long (9.999524946s) to execute
Jan 31 17:58:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:22.129640 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "error:context canceled" took too long (9.9992456s) to execute
Jan 31 17:58:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:25.246440 W | etcdserver: timed out waiting for read index response
Jan 31 17:58:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:25.246637 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "error:etcdserver: request timed out" took too long (15.000393693s) to execute
Jan 31 17:58:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:29.723950 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:30.224409 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:30.724623 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:31.224912 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:31.725083 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:32.225564 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:32.725753 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:33.225953 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:33.726269 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:34.226491 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:34.726813 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:35.227138 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:35.727501 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:36.227680 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:36.727948 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:37.228262 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:37.728621 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:38.228846 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:38.231063 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "error:context canceled" took too long (9.996866048s) to execute
Jan 31 17:58:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:38.252191 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "error:context canceled" took too long (9.998103122s) to execute
Jan 31 17:58:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:38.482576 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-controller-manager-openhouse-demo-k8s-master-1.15d2b86a2e76e0bc\" " with result "error:context canceled" took too long (12.388275632s) to execute
Jan 31 17:58:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:38.483628 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "error:context canceled" took too long (10.001629394s) to execute
Jan 31 17:58:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:38.521326 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "error:context canceled" took too long (9.998965215s) to execute
Jan 31 17:58:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:38.535350 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5tx6v\" " with result "error:context canceled" took too long (11.236680059s) to execute
Jan 31 17:58:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:38.535459 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-5tx6v.15ef0a431f886636\" " with result "error:context canceled" took too long (21.238758189s) to execute
Jan 31 17:58:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:38.550809 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "error:context canceled" took too long (9.996731336s) to execute
Jan 31 17:58:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:38.625889 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "error:context canceled" took too long (9.999073447s) to execute
Jan 31 17:58:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:38.729166 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:39.229540 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:39.729801 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:39.729848 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:40.230165 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
