-- Logs begin at Tue 2019-10-29 21:05:01 UTC, end at Sat 2019-11-02 08:10:10 UTC. --
Nov 02 07:48:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:48:01.368331 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (553.852408ms) to execute
Nov 02 07:59:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:59:00.679857 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.092134678s) to execute
Nov 02 07:59:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:59:00.692758 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (559.664323ms) to execute
Nov 02 07:59:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:59:00.693059 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (424.080845ms) to execute
Nov 02 07:59:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:59:00.693714 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (803.341004ms) to execute
Nov 02 07:59:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:59:20.006985 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (381.831225ms) to execute
Nov 02 07:59:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:59:22.907434 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (103.008077ms) to execute
Nov 02 07:59:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:59:27.133689 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (195.538923ms) to execute
Nov 02 07:59:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:59:30.935466 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (128.02324ms) to execute
Nov 02 07:59:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:59:39.815604 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (785.647818ms) to execute
Nov 02 07:59:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:59:39.820495 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (598.270948ms) to execute
Nov 02 07:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:59:50.298284 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (436.08593ms) to execute
Nov 02 07:59:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:59:52.922351 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (298.727202ms) to execute
Nov 02 07:59:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:59:52.922767 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (426.657207ms) to execute
Nov 02 07:59:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 07:59:52.922829 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:34725" took too long (404.272673ms) to execute
Nov 02 08:00:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:05.649814 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (559.429509ms) to execute
Nov 02 08:00:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:05.664427 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (520.750593ms) to execute
Nov 02 08:00:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:06.936052 W | etcdserver: failed to revoke 4f0b6e20c7634452 ("lease not found")
Nov 02 08:00:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:25.919842 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (173.802912ms) to execute
Nov 02 08:00:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:25.920295 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (195.192949ms) to execute
Nov 02 08:00:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:31.154057 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (111.277528ms) to execute
Nov 02 08:00:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:31.164751 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (111.989367ms) to execute
Nov 02 08:00:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:35.560303 W | wal: sync duration of 1.066232104s, expected less than 1s
Nov 02 08:00:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:35.572949 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-kfdtt\" " with result "range_response_count:1 size:1740" took too long (347.791507ms) to execute
Nov 02 08:00:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:36.881446 W | wal: sync duration of 1.121740749s, expected less than 1s
Nov 02 08:00:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:36.881792 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (970.13281ms) to execute
Nov 02 08:00:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:37.079525 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.137633203s) to execute
Nov 02 08:00:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:37.079564 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (776.009374ms) to execute
Nov 02 08:00:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:37.079616 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.112245516s) to execute
Nov 02 08:00:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:37.079798 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kubernetes-dashboard\" " with result "range_response_count:1 size:523" took too long (194.160617ms) to execute
Nov 02 08:00:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:37.080214 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (581.345656ms) to execute
Nov 02 08:00:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:51.734355 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (604.298146ms) to execute
Nov 02 08:00:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:51.874784 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (136.240612ms) to execute
Nov 02 08:00:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:51.874847 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (669.335856ms) to execute
Nov 02 08:00:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:51.874936 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (671.489892ms) to execute
Nov 02 08:00:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:51.875063 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (744.979575ms) to execute
Nov 02 08:00:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:51.875243 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (735.662382ms) to execute
Nov 02 08:00:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:51.875354 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (709.245853ms) to execute
Nov 02 08:00:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:56.074781 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (171.678593ms) to execute
Nov 02 08:00:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:00:56.074862 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (172.628142ms) to execute
Nov 02 08:01:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:01.653686 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (220.54603ms) to execute
Nov 02 08:01:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:01.653831 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (733.199369ms) to execute
Nov 02 08:01:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:03.124280 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (629.132522ms) to execute
Nov 02 08:01:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:03.124324 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (870.963168ms) to execute
Nov 02 08:01:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:03.124694 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (919.859437ms) to execute
Nov 02 08:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:06.010920 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (141.598268ms) to execute
Nov 02 08:01:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:07.049388 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (198.217612ms) to execute
Nov 02 08:01:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:07.182115 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (129.487811ms) to execute
Nov 02 08:01:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:07.182380 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-rdc76.15d3495bbc6eb6b8\" " with result "range_response_count:1 size:588" took too long (126.375275ms) to execute
Nov 02 08:01:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:16.415181 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (445.257926ms) to execute
Nov 02 08:01:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:16.424395 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (428.968928ms) to execute
Nov 02 08:01:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:16.424868 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-rdc76.15d349a3d39179ae\" " with result "range_response_count:1 size:589" took too long (130.040044ms) to execute
Nov 02 08:01:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:16.425213 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (167.284056ms) to execute
Nov 02 08:01:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:26.627991 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rdc76\" " with result "range_response_count:1 size:1735" took too long (333.965689ms) to execute
Nov 02 08:01:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:26.637061 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-rdc76.15d349a3d39179ae\" " with result "range_response_count:1 size:589" took too long (342.946692ms) to execute
Nov 02 08:01:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:26.637317 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (283.506855ms) to execute
Nov 02 08:01:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:26.637558 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (168.592904ms) to execute
Nov 02 08:01:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:38.100084 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (690.04306ms) to execute
Nov 02 08:01:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:38.100197 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (578.320623ms) to execute
Nov 02 08:01:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:38.100228 W | etcdserver: failed to revoke 4f0b6e20c7634724 ("lease not found")
Nov 02 08:01:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:41.369068 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (598.87361ms) to execute
Nov 02 08:01:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:42.085358 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (112.741585ms) to execute
Nov 02 08:01:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:43.521118 I | mvcc: store.index: compact 35608600
Nov 02 08:01:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:43.527308 I | mvcc: finished scheduled compaction at 35608600 (took 4.963028ms)
Nov 02 08:01:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:46.076194 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (276.362576ms) to execute
Nov 02 08:01:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:57.289446 W | wal: sync duration of 1.192783473s, expected less than 1s
Nov 02 08:01:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:57.290440 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:20 size:32848" took too long (1.057090204s) to execute
Nov 02 08:01:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:57.300599 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (918.859009ms) to execute
Nov 02 08:01:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:57.300815 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (523.216976ms) to execute
Nov 02 08:01:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:01:57.300998 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (913.359027ms) to execute
Nov 02 08:02:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:01.840080 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (429.441845ms) to execute
Nov 02 08:02:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:01.840188 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (381.862959ms) to execute
Nov 02 08:02:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:04.012861 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (156.777968ms) to execute
Nov 02 08:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:05.543645 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (164.167146ms) to execute
Nov 02 08:02:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:14.187799 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (125.249375ms) to execute
Nov 02 08:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:16.342565 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (444.313367ms) to execute
Nov 02 08:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:16.353230 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (395.505904ms) to execute
Nov 02 08:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:16.353324 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (156.898371ms) to execute
Nov 02 08:02:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:18.489046 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (127.081261ms) to execute
Nov 02 08:02:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:18.742614 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3042" took too long (248.104081ms) to execute
Nov 02 08:02:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:24.861357 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (343.930645ms) to execute
Nov 02 08:02:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:27.153087 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (283.241709ms) to execute
Nov 02 08:02:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:27.153147 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (761.671211ms) to execute
Nov 02 08:02:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:37.960392 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (457.675178ms) to execute
Nov 02 08:02:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:39.877165 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (640.56658ms) to execute
Nov 02 08:02:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:47.672812 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (105.861713ms) to execute
Nov 02 08:02:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:51.030720 W | wal: sync duration of 1.109181849s, expected less than 1s
Nov 02 08:02:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:51.033331 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (628.222191ms) to execute
Nov 02 08:02:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:02:58.386145 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-r6v5g\" " with result "range_response_count:1 size:1851" took too long (249.559801ms) to execute
Nov 02 08:03:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:21.312229 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (523.987835ms) to execute
Nov 02 08:03:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:21.320669 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (531.926806ms) to execute
Nov 02 08:03:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:30.738655 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1480" took too long (598.888956ms) to execute
Nov 02 08:03:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:30.738773 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (472.530715ms) to execute
Nov 02 08:03:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:30.738967 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (444.777907ms) to execute
Nov 02 08:03:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:38.177510 W | wal: sync duration of 1.650544557s, expected less than 1s
Nov 02 08:03:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:38.177814 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.286640562s) to execute
Nov 02 08:03:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:38.188338 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (743.163929ms) to execute
Nov 02 08:03:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:38.188442 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (952.59373ms) to execute
Nov 02 08:03:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:38.380751 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/heapster\" " with result "range_response_count:0 size:7" took too long (187.895879ms) to execute
Nov 02 08:03:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:40.487897 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (101.270889ms) to execute
Nov 02 08:03:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:40.488409 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (177.070889ms) to execute
Nov 02 08:03:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:40.866776 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (373.792657ms) to execute
Nov 02 08:03:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:46.886417 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (372.308353ms) to execute
Nov 02 08:03:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:49.882820 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (734.802636ms) to execute
Nov 02 08:03:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:51.462043 W | wal: sync duration of 1.191787915s, expected less than 1s
Nov 02 08:03:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:51.462413 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (935.548963ms) to execute
Nov 02 08:03:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:51.469171 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (771.207055ms) to execute
Nov 02 08:03:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-02 08:03:51.469464 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (565.33544ms) to execute
