-- Logs begin at Fri 2020-01-31 20:55:11 UTC, end at Sun 2020-02-02 06:49:55 UTC. --
Feb 02 06:29:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:29:47.876555 I | mvcc: store.index: compact 53368813
Feb 02 06:45:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:00.626605 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authorization.k8s.io\" " with result "range_response_count:1 size:653" took too long (358.770328ms) to execute
Feb 02 06:45:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:00.626948 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:683" took too long (358.795619ms) to execute
Feb 02 06:45:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:02.377180 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (153.391699ms) to execute
Feb 02 06:45:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:12.056027 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (112.533527ms) to execute
Feb 02 06:45:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:14.227648 W | etcdserver: request "header:<ID:14919139277752005796 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-zmvls\" mod_revision:0 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-zmvls\" value_size:2804 >> failure:<>>" with result "size:20" took too long (117.701708ms) to execute
Feb 02 06:45:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:14.228089 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-m7xqp\" " with result "range_response_count:1 size:2946" took too long (118.431648ms) to execute
Feb 02 06:45:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:14.470169 W | etcdserver: request "header:<ID:14919139277752005818 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-zmvls\" mod_revision:53372058 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-zmvls\" value_size:3504 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-zmvls\" > >>" with result "size:20" took too long (142.548933ms) to execute
Feb 02 06:45:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:17.759781 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (301.632361ms) to execute
Feb 02 06:45:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:22.881321 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (362.877052ms) to execute
Feb 02 06:45:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:22.883551 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (248.592697ms) to execute
Feb 02 06:45:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:22.883596 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/virtualservices\" range_end:\"/registry/networking.istio.io/virtualservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (309.351692ms) to execute
Feb 02 06:45:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:22.883852 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (328.954343ms) to execute
Feb 02 06:45:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:27.678612 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (143.638849ms) to execute
Feb 02 06:45:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:45:35.642646 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/templates\" range_end:\"/registry/config.istio.io/templatet\" count_only:true " with result "range_response_count:0 size:7" took too long (173.328936ms) to execute
Feb 02 06:47:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:47:02.650423 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (362.19011ms) to execute
Feb 02 06:47:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:47:02.650601 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/deniers\" range_end:\"/registry/config.istio.io/deniert\" count_only:true " with result "range_response_count:0 size:7" took too long (272.597905ms) to execute
Feb 02 06:47:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:47:02.650780 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (202.694679ms) to execute
Feb 02 06:47:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:47:03.431750 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (611.357007ms) to execute
Feb 02 06:47:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:47:03.431985 W | etcdserver: request "header:<ID:14919139277752007023 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:53372321 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5025 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (533.887236ms) to execute
Feb 02 06:47:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:47:03.432127 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (486.401649ms) to execute
Feb 02 06:47:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:47:03.432254 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (471.726445ms) to execute
Feb 02 06:47:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:47:03.432555 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/gateways\" range_end:\"/registry/networking.istio.io/gatewayt\" count_only:true " with result "range_response_count:0 size:9" took too long (134.003549ms) to execute
Feb 02 06:47:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:47:06.897606 W | etcdserver: request "header:<ID:14919139277752007062 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:53372327 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (111.002747ms) to execute
Feb 02 06:47:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:47:07.112604 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (112.539101ms) to execute
Feb 02 06:47:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:47:07.687636 W | etcdserver: request "header:<ID:14919139277752007070 > lease_revoke:<id:4f0b6e20ccfc78f1>" with result "size:29" took too long (151.261677ms) to execute
Feb 02 06:47:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:47:07.687883 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (112.114365ms) to execute
Feb 02 06:47:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:47:07.687913 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (142.699476ms) to execute
Feb 02 06:47:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:47:16.438006 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (1.085493213s) to execute
Feb 02 06:47:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:47:16.438254 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (950.976207ms) to execute
