-- Logs begin at Sat 2020-02-01 07:14:07 UTC, end at Sun 2020-02-02 18:48:31 UTC. --
Feb 02 18:25:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:25:23.857426 N | compactor: Starting auto-compaction at revision 53408299
Feb 02 18:42:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:42:29.218746 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (341.881641ms) to execute
Feb 02 18:42:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:42:29.218890 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (174.669441ms) to execute
Feb 02 18:42:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:42:37.545593 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-dpjxk\" " with result "range_response_count:1 size:2314" took too long (106.507578ms) to execute
Feb 02 18:42:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:42:45.543477 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/apikeys\" range_end:\"/registry/config.istio.io/apikeyt\" count_only:true " with result "range_response_count:0 size:7" took too long (164.530941ms) to execute
Feb 02 18:43:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:43:01.513542 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (100.525798ms) to execute
Feb 02 18:43:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:43:01.513633 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (155.852085ms) to execute
Feb 02 18:43:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:43:01.513742 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/noops\" range_end:\"/registry/config.istio.io/noopt\" count_only:true " with result "range_response_count:0 size:7" took too long (142.819151ms) to execute
Feb 02 18:43:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:43:45.324914 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (214.467204ms) to execute
Feb 02 18:43:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:43:54.246095 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-pilot-759bbfd844\" " with result "range_response_count:1 size:2549" took too long (111.184813ms) to execute
Feb 02 18:43:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:43:54.246247 W | etcdserver: request "header:<ID:14919139277752465463 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/istio-system/istio-pilot\" mod_revision:53484396 > success:<request_put:<key:\"/registry/services/endpoints/istio-system/istio-pilot\" value_size:454 >> failure:<request_range:<key:\"/registry/services/endpoints/istio-system/istio-pilot\" > >>" with result "size:20" took too long (110.582953ms) to execute
Feb 02 18:44:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:44:13.358397 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (157.824082ms) to execute
Feb 02 18:44:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:44:13.358786 W | etcdserver: request "header:<ID:14919139277752465692 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:53485924 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (123.962294ms) to execute
Feb 02 18:44:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:44:52.982622 I | mvcc: store.index: compact 53485455
Feb 02 18:44:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:44:52.990095 I | mvcc: finished scheduled compaction at 53485455 (took 5.694851ms)
Feb 02 18:44:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:44:53.241444 W | etcdserver: request "header:<ID:14919139277752466083 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:53485996 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5025 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (200.903674ms) to execute
Feb 02 18:44:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:44:53.264025 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (175.008812ms) to execute
Feb 02 18:45:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:45:13.039987 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (651.961151ms) to execute
Feb 02 18:45:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 18:45:13.040327 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges\" range_end:\"/registry/config.istio.io/edget\" count_only:true " with result "range_response_count:0 size:7" took too long (421.582161ms) to execute
