-- Logs begin at Wed 2019-11-06 13:57:41 UTC, end at Sat 2019-11-09 10:51:37 UTC. --
Nov 09 10:30:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:30:12.494993 I | wal: segmented wal file /var/lib/etcd/member/wal/0000000000000539-000000000272fb4c.wal is created
Nov 09 10:42:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:44.769556 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.132701146s) to execute
Nov 09 10:42:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:44.769658 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/servicerolebindings\" range_end:\"/registry/rbac.istio.io/servicerolebindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (2.620906139s) to execute
Nov 09 10:42:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:44.769857 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.270986333s) to execute
Nov 09 10:42:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:44.770003 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-dfpxb\" " with result "range_response_count:1 size:2440" took too long (3.075681139s) to execute
Nov 09 10:42:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:44.770214 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (1.38231128s) to execute
Nov 09 10:42:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:44.770415 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-ksp6p\" " with result "range_response_count:1 size:2314" took too long (3.085590236s) to execute
Nov 09 10:42:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:44.770543 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (1.608976019s) to execute
Nov 09 10:42:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:44.770815 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-ksp6p\" " with result "range_response_count:1 size:2314" took too long (3.090249006s) to execute
Nov 09 10:42:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:51.712831 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (913.117549ms) to execute
Nov 09 10:42:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:51.720551 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (915.548397ms) to execute
Nov 09 10:42:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:51.720633 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (756.616021ms) to execute
Nov 09 10:42:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:51.720760 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (819.046781ms) to execute
Nov 09 10:42:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:51.720862 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotas\" range_end:\"/registry/config.istio.io/quotat\" count_only:true " with result "range_response_count:0 size:7" took too long (600.106168ms) to execute
Nov 09 10:42:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:52.337893 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (189.011873ms) to execute
Nov 09 10:42:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:42:52.340176 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecbindings\" range_end:\"/registry/config.istio.io/quotaspecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (176.0647ms) to execute
Nov 09 10:43:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:00.737189 W | etcdserver: failed to revoke 4f0b6e20c7c73026 ("lease not found")
Nov 09 10:43:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:00.737362 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (688.784195ms) to execute
Nov 09 10:43:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:00.737397 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "range_response_count:0 size:10" took too long (730.895602ms) to execute
Nov 09 10:43:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:00.737766 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kuberneteses\" range_end:\"/registry/config.istio.io/kuberneteset\" count_only:true " with result "range_response_count:0 size:9" took too long (170.653034ms) to execute
Nov 09 10:43:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:00.738038 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:7" took too long (673.777592ms) to execute
Nov 09 10:43:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:00.738222 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (364.592089ms) to execute
Nov 09 10:43:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:15.178948 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/heapster\" " with result "range_response_count:0 size:7" took too long (356.985207ms) to execute
Nov 09 10:43:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:15.187348 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (304.19822ms) to execute
Nov 09 10:43:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:15.187572 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (303.586475ms) to execute
Nov 09 10:43:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:15.187616 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (280.513205ms) to execute
Nov 09 10:43:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:15.187671 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (136.148271ms) to execute
Nov 09 10:43:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:17.053578 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (246.793993ms) to execute
Nov 09 10:43:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:19.281798 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (218.621506ms) to execute
Nov 09 10:43:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:28.067534 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-mixer-service-account-token-7lzcb\" " with result "range_response_count:1 size:2433" took too long (140.35842ms) to execute
Nov 09 10:43:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:28.067644 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (145.426326ms) to execute
Nov 09 10:43:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:28.067726 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (273.36168ms) to execute
Nov 09 10:43:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:51.790116 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/instances\" range_end:\"/registry/config.istio.io/instancet\" count_only:true " with result "range_response_count:0 size:7" took too long (453.704228ms) to execute
Nov 09 10:43:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:51.790195 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1406" took too long (905.358387ms) to execute
Nov 09 10:43:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:51.790487 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (333.597586ms) to execute
Nov 09 10:43:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:51.790584 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (886.812455ms) to execute
Nov 09 10:43:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:43:51.790802 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (825.259704ms) to execute
Nov 09 10:44:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:01.986620 W | wal: sync duration of 1.124232613s, expected less than 1s
Nov 09 10:44:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:01.989403 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (932.933559ms) to execute
Nov 09 10:44:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:02.104796 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (258.365292ms) to execute
Nov 09 10:44:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:02.104845 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/noops\" range_end:\"/registry/config.istio.io/noopt\" count_only:true " with result "range_response_count:0 size:7" took too long (303.879632ms) to execute
Nov 09 10:44:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:02.140039 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/horizontal-pod-autoscaler\" " with result "range_response_count:1 size:274" took too long (141.736349ms) to execute
Nov 09 10:44:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:07.316874 W | wal: sync duration of 1.040388386s, expected less than 1s
Nov 09 10:44:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:07.321118 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (153.177494ms) to execute
Nov 09 10:44:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:12.511568 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (335.301156ms) to execute
Nov 09 10:44:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:12.511658 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (213.22255ms) to execute
Nov 09 10:44:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:12.511724 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (240.316346ms) to execute
Nov 09 10:44:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:15.227456 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-ksp6p\" " with result "range_response_count:1 size:2314" took too long (178.540542ms) to execute
Nov 09 10:44:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:15.227500 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (101.948589ms) to execute
Nov 09 10:44:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:18.274618 I | mvcc: store.index: compact 37251277
Nov 09 10:44:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:18.280745 I | mvcc: finished scheduled compaction at 37251277 (took 5.077331ms)
Nov 09 10:44:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:18.658885 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/redisquotas\" range_end:\"/registry/config.istio.io/redisquotat\" count_only:true " with result "range_response_count:0 size:7" took too long (213.840453ms) to execute
Nov 09 10:44:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:18.658963 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (120.789933ms) to execute
Nov 09 10:44:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:18.659130 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (117.564393ms) to execute
Nov 09 10:44:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:18.659338 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (145.470833ms) to execute
Nov 09 10:44:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:18.659571 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/attributemanifests\" range_end:\"/registry/config.istio.io/attributemanifestt\" count_only:true " with result "range_response_count:0 size:9" took too long (255.100118ms) to execute
Nov 09 10:44:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:18.659773 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecs\" range_end:\"/registry/config.istio.io/quotaspect\" count_only:true " with result "range_response_count:0 size:7" took too long (284.177042ms) to execute
Nov 09 10:44:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:24.494046 W | wal: sync duration of 1.811132685s, expected less than 1s
Nov 09 10:44:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:24.496609 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/fluentds\" range_end:\"/registry/config.istio.io/fluentdt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.804647378s) to execute
Nov 09 10:44:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:24.496987 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4273" took too long (1.763028726s) to execute
Nov 09 10:44:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:24.497187 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (1.109534327s) to execute
Nov 09 10:44:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:24.497425 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/cloudwatches\" range_end:\"/registry/config.istio.io/cloudwatchet\" count_only:true " with result "range_response_count:0 size:7" took too long (1.416633562s) to execute
Nov 09 10:44:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:24.497763 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (1.688008421s) to execute
Nov 09 10:44:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:24.498034 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.724365963s) to execute
Nov 09 10:44:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:24.498254 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (530.203116ms) to execute
Nov 09 10:44:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:51.010989 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (333.048918ms) to execute
Nov 09 10:44:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:51.041999 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (228.929656ms) to execute
Nov 09 10:44:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:55.705603 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (643.092583ms) to execute
Nov 09 10:44:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:55.720860 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (347.274035ms) to execute
Nov 09 10:44:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:55.720897 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (157.118731ms) to execute
Nov 09 10:44:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:55.720963 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (373.921781ms) to execute
Nov 09 10:44:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:44:55.721112 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1406" took too long (440.598959ms) to execute
Nov 09 10:45:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:01.952201 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (207.131573ms) to execute
Nov 09 10:45:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:01.953340 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-dfpxb\" " with result "range_response_count:1 size:2440" took too long (891.421566ms) to execute
Nov 09 10:45:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:01.959056 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (531.332157ms) to execute
Nov 09 10:45:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:01.959269 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (105.773425ms) to execute
Nov 09 10:45:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:08.745184 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (179.98183ms) to execute
Nov 09 10:45:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:12.804223 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (532.486838ms) to execute
Nov 09 10:45:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:12.806927 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kubernetesenvs\" range_end:\"/registry/config.istio.io/kubernetesenvt\" count_only:true " with result "range_response_count:0 size:7" took too long (357.795509ms) to execute
Nov 09 10:45:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:15.707229 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (458.278681ms) to execute
Nov 09 10:45:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:16.819708 W | wal: sync duration of 1.035243116s, expected less than 1s
Nov 09 10:45:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:16.822397 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/circonuses\" range_end:\"/registry/config.istio.io/circonuset\" count_only:true " with result "range_response_count:0 size:7" took too long (642.068409ms) to execute
Nov 09 10:45:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:16.822451 W | etcdserver: read-only range request "key:\"/registry/cronjobs/\" range_end:\"/registry/cronjobs0\" " with result "range_response_count:0 size:7" took too long (1.031373452s) to execute
Nov 09 10:45:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:16.822487 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-dfpxb\" " with result "range_response_count:1 size:2440" took too long (329.138674ms) to execute
Nov 09 10:45:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:16.822675 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (1.037607498s) to execute
Nov 09 10:45:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:16.822707 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.015193326s) to execute
Nov 09 10:45:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:16.822772 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-dfpxb\" " with result "range_response_count:1 size:2440" took too long (633.983698ms) to execute
Nov 09 10:45:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:16.822853 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (395.204398ms) to execute
Nov 09 10:45:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:16.822982 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (441.980495ms) to execute
Nov 09 10:45:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:16.823137 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (799.522931ms) to execute
Nov 09 10:45:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:16.823344 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-dfpxb\" " with result "range_response_count:1 size:2440" took too long (962.400055ms) to execute
Nov 09 10:45:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:16.823402 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (967.356133ms) to execute
Nov 09 10:45:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:17.015902 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-policy\" " with result "range_response_count:1 size:926" took too long (171.051365ms) to execute
Nov 09 10:45:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:17.016389 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (114.931967ms) to execute
Nov 09 10:45:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:17.949828 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (704.761376ms) to execute
Nov 09 10:45:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:17.950034 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (384.313223ms) to execute
Nov 09 10:45:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:23.471573 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (619.009384ms) to execute
Nov 09 10:45:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:29.882530 W | wal: sync duration of 6.414418834s, expected less than 1s
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.095281 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (6.715166568s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.095381 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/memquotas\" range_end:\"/registry/config.istio.io/memquotat\" count_only:true " with result "range_response_count:0 size:7" took too long (7.242359798s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.095624 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (7.188139706s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.095936 W | etcdserver: request "header:<ID:14919139277664630309 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:37251902 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:373 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:20" took too long (212.694522ms) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.103410 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/adapters\" range_end:\"/registry/config.istio.io/adaptert\" count_only:true " with result "range_response_count:0 size:7" took too long (3.177496429s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.103529 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (3.273190474s) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.103681 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (251.168682ms) to execute
Nov 09 10:45:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-09 10:45:30.103841 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (3.419029443s) to execute
