-- Logs begin at Thu 2020-01-30 03:46:10 UTC, end at Fri 2020-01-31 22:51:59 UTC. --
Jan 31 22:29:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:29:07.775511 W | wal: sync duration of 1.044483122s, expected less than 1s
Jan 31 22:38:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:12.970254 W | etcdserver: read-only range request "key:\"/registry/secrets/default/istio.default\" " with result "range_response_count:1 size:4168" took too long (103.718926ms) to execute
Jan 31 22:38:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:12.970327 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (103.674029ms) to execute
Jan 31 22:38:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:13.403781 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (342.57971ms) to execute
Jan 31 22:38:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:13.403951 W | etcdserver: request "header:<ID:14919139277750740554 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:53051230 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:4164 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (140.140875ms) to execute
Jan 31 22:38:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:13.404588 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1428" took too long (230.802909ms) to execute
Jan 31 22:38:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:14.312868 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:28480" took too long (219.144106ms) to execute
Jan 31 22:38:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:14.313284 W | etcdserver: request "header:<ID:14919139277750740565 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:53051233 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (161.811388ms) to execute
Jan 31 22:38:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:14.313663 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (155.233591ms) to execute
Jan 31 22:38:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:14.317507 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (111.515296ms) to execute
Jan 31 22:38:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:15.733215 W | etcdserver: request "header:<ID:14919139277750740589 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/default/backend\" mod_revision:53051119 > success:<request_put:<key:\"/registry/services/endpoints/default/backend\" value_size:877 >> failure:<request_range:<key:\"/registry/services/endpoints/default/backend\" > >>" with result "size:20" took too long (133.471327ms) to execute
Jan 31 22:38:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:19.442802 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (221.795627ms) to execute
Jan 31 22:38:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:19.443028 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/servicemonitors\" range_end:\"/registry/monitoring.coreos.com/servicemonitort\" count_only:true " with result "range_response_count:0 size:9" took too long (103.829838ms) to execute
Jan 31 22:38:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:20.522795 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-j948n\" " with result "range_response_count:1 size:3784" took too long (434.376651ms) to execute
Jan 31 22:38:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:20.523057 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (189.246089ms) to execute
Jan 31 22:38:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:20.523378 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (174.837753ms) to execute
Jan 31 22:38:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:22.049418 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (433.874138ms) to execute
Jan 31 22:38:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:22.054735 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-j948n\" " with result "range_response_count:1 size:4174" took too long (240.284837ms) to execute
Jan 31 22:38:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:22.055309 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "range_response_count:0 size:9" took too long (283.508257ms) to execute
Jan 31 22:38:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:25.219503 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/logentries\" range_end:\"/registry/config.istio.io/logentriet\" count_only:true " with result "range_response_count:0 size:9" took too long (236.454725ms) to execute
Jan 31 22:38:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:25.219985 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (482.915884ms) to execute
Jan 31 22:38:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:30.832257 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5sgpp\" " with result "range_response_count:1 size:4146" took too long (120.714437ms) to execute
Jan 31 22:38:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:31.523559 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (444.936409ms) to execute
Jan 31 22:38:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:31.523720 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (363.742156ms) to execute
Jan 31 22:38:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:32.591349 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (223.375871ms) to execute
Jan 31 22:38:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:32.591409 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/fluentds\" range_end:\"/registry/config.istio.io/fluentdt\" count_only:true " with result "range_response_count:0 size:7" took too long (216.637592ms) to execute
Jan 31 22:38:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:34.658036 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (382.939556ms) to execute
Jan 31 22:38:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:34.658148 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (437.878827ms) to execute
Jan 31 22:38:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:34.658487 W | etcdserver: request "header:<ID:14919139277750740842 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:53051323 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (306.514524ms) to execute
Jan 31 22:38:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:34.658578 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (303.330667ms) to execute
Jan 31 22:38:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:43.143033 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (816.764706ms) to execute
Jan 31 22:38:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:43.143311 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/policies\" range_end:\"/registry/authentication.istio.io/policiet\" count_only:true " with result "range_response_count:0 size:9" took too long (703.474511ms) to execute
Jan 31 22:38:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:43.143458 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (305.936896ms) to execute
Jan 31 22:38:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:43.918011 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (266.391448ms) to execute
Jan 31 22:38:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:54.086135 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (123.95309ms) to execute
Jan 31 22:38:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:54.086567 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (121.283755ms) to execute
Jan 31 22:38:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:58.863442 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apiextensions.k8s.io\" " with result "range_response_count:1 size:667" took too long (250.659421ms) to execute
Jan 31 22:38:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:58.863922 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.certificates.k8s.io\" " with result "range_response_count:1 size:664" took too long (252.716709ms) to execute
Jan 31 22:38:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:58.864381 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta1.autoscaling\" " with result "range_response_count:1 size:640" took too long (253.808462ms) to execute
Jan 31 22:38:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:58.864509 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (701.713825ms) to execute
Jan 31 22:38:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:58.864603 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:668" took too long (252.592381ms) to execute
Jan 31 22:38:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:58.864747 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/authorizations\" range_end:\"/registry/config.istio.io/authorizationt\" count_only:true " with result "range_response_count:0 size:7" took too long (638.580227ms) to execute
Jan 31 22:38:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:58.864939 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (705.810918ms) to execute
Jan 31 22:38:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:58.865289 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (577.592987ms) to execute
Jan 31 22:38:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:58.865494 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (606.913023ms) to execute
Jan 31 22:38:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:38:58.865661 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (252.972744ms) to execute
Jan 31 22:39:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:01.237400 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (349.202223ms) to execute
Jan 31 22:39:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:04.648009 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (373.199168ms) to execute
Jan 31 22:39:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:04.648076 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (425.397928ms) to execute
Jan 31 22:39:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:04.648115 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (426.668873ms) to execute
Jan 31 22:39:05 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:05.030784 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (153.794922ms) to execute
Jan 31 22:39:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:09.764509 I | mvcc: store.index: compact 53050755
Jan 31 22:39:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:09.765655 W | etcdserver: request "header:<ID:14919139277750741177 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > compaction:<revision:53050755 > " with result "size:7" took too long (294.982721ms) to execute
Jan 31 22:39:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:09.765755 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (177.883113ms) to execute
Jan 31 22:39:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:09.772084 I | mvcc: finished scheduled compaction at 53050755 (took 6.496003ms)
Jan 31 22:39:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:15.307629 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-gntfl\" " with result "range_response_count:1 size:2314" took too long (184.869702ms) to execute
Jan 31 22:39:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:15.307780 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (127.501419ms) to execute
Jan 31 22:39:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:15.307938 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:9" took too long (296.021778ms) to execute
Jan 31 22:39:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:21.260873 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (167.840626ms) to execute
Jan 31 22:39:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:21.260949 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (167.858052ms) to execute
Jan 31 22:39:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:23.059332 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (576.847976ms) to execute
Jan 31 22:39:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:23.059466 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (765.945778ms) to execute
Jan 31 22:39:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:23.059806 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (283.89655ms) to execute
Jan 31 22:39:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:30.829505 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (547.993002ms) to execute
Jan 31 22:39:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:31.154071 W | etcdserver: request "header:<ID:14919139277750741399 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:53051430 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:3914 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (213.255605ms) to execute
Jan 31 22:39:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:35.479905 W | etcdserver: request "header:<ID:14919139277750741432 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:53051438 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (652.007814ms) to execute
Jan 31 22:39:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:35.480250 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (602.004329ms) to execute
Jan 31 22:39:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:35.480903 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (635.724662ms) to execute
Jan 31 22:39:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:36.915092 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listcheckers\" range_end:\"/registry/config.istio.io/listcheckert\" count_only:true " with result "range_response_count:0 size:7" took too long (134.909515ms) to execute
Jan 31 22:39:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:36.915264 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (606.256502ms) to execute
Jan 31 22:39:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:41.035267 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (390.561188ms) to execute
Jan 31 22:39:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:41.035535 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/logentries\" range_end:\"/registry/config.istio.io/logentriet\" count_only:true " with result "range_response_count:0 size:9" took too long (202.613512ms) to execute
Jan 31 22:39:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:41.035645 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:9" took too long (342.653841ms) to execute
Jan 31 22:39:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:41.775467 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (261.667802ms) to execute
Jan 31 22:39:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:41.775578 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (260.287286ms) to execute
Jan 31 22:39:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:41.775760 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (515.743548ms) to execute
Jan 31 22:39:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:45.094146 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/tracespans\" range_end:\"/registry/config.istio.io/tracespant\" count_only:true " with result "range_response_count:0 size:7" took too long (910.455025ms) to execute
Jan 31 22:39:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:45.094439 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (937.491934ms) to execute
Jan 31 22:39:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:45.094483 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (819.253887ms) to execute
Jan 31 22:39:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:45.094581 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-qgxvn\" " with result "range_response_count:1 size:2440" took too long (1.044672031s) to execute
Jan 31 22:39:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:45.094707 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (308.81615ms) to execute
Jan 31 22:39:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:46.638543 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/solarwindses\" range_end:\"/registry/config.istio.io/solarwindset\" count_only:true " with result "range_response_count:0 size:7" took too long (450.001182ms) to execute
Jan 31 22:39:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:46.638684 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (572.258547ms) to execute
Jan 31 22:39:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:46.638742 W | etcdserver: request "header:<ID:14919139277750741537 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:53051458 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (376.124421ms) to execute
Jan 31 22:39:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:46.638837 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1406" took too long (192.604486ms) to execute
Jan 31 22:39:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:50.003426 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (126.861109ms) to execute
Jan 31 22:39:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:52.560587 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (267.628497ms) to execute
Jan 31 22:39:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:39:56.085104 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (154.855144ms) to execute
Jan 31 22:40:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:01.948980 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/templates\" range_end:\"/registry/config.istio.io/templatet\" count_only:true " with result "range_response_count:0 size:7" took too long (214.585973ms) to execute
Jan 31 22:40:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:01.949043 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges\" range_end:\"/registry/config.istio.io/edget\" count_only:true " with result "range_response_count:0 size:7" took too long (144.420459ms) to execute
Jan 31 22:40:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:01.949169 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (169.663519ms) to execute
Jan 31 22:40:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:06.110486 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (132.613811ms) to execute
Jan 31 22:40:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:06.110702 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (141.038934ms) to execute
Jan 31 22:40:06 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:06.111042 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (139.44976ms) to execute
Jan 31 22:40:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:14.112640 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/replicaset-controller\" " with result "range_response_count:1 size:262" took too long (133.649829ms) to execute
Jan 31 22:40:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:14.112941 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (133.315935ms) to execute
Jan 31 22:40:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:14.332326 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-m5rtk\" " with result "range_response_count:1 size:2946" took too long (102.467817ms) to execute
