-- Logs begin at Tue 2019-10-22 12:00:32 UTC, end at Wed 2019-10-23 07:46:20 UTC. --
Oct 23 07:24:43 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:24:43.327906 W | wal: sync duration of 1.008435597s, expected less than 1s
Oct 23 07:36:41 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:41.245349 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (271.060719ms) to execute
Oct 23 07:36:41 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:41.245466 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:20 size:32969" took too long (1.204037715s) to execute
Oct 23 07:36:41 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:41.245729 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (780.188202ms) to execute
Oct 23 07:36:44 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:44.525272 W | wal: sync duration of 1.46679837s, expected less than 1s
Oct 23 07:36:44 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:44.530401 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.249863871s) to execute
Oct 23 07:36:44 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:44.530426 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.276719591s) to execute
Oct 23 07:36:44 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:44.530558 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-ttjkn\" " with result "range_response_count:1 size:1735" took too long (966.305685ms) to execute
Oct 23 07:36:44 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:44.530667 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.273240932s) to execute
Oct 23 07:36:47 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:47.951327 W | etcdserver: request "header:<ID:14919139082523422182 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:33626986 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5896 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (837.467883ms) to execute
Oct 23 07:36:47 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:47.951532 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (494.279571ms) to execute
Oct 23 07:36:49 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:49.550371 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (769.876828ms) to execute
Oct 23 07:36:56 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:56.964752 W | etcdserver: request "header:<ID:14919139082523422272 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:33627009 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:7976 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (250.829679ms) to execute
Oct 23 07:36:56 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:56.964906 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (237.565059ms) to execute
Oct 23 07:36:56 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:56.965037 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (237.649224ms) to execute
Oct 23 07:36:58 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:58.589390 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.162805776s) to execute
Oct 23 07:36:58 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:58.589453 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (1.506213048s) to execute
Oct 23 07:36:58 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:58.589744 W | etcdserver: request "header:<ID:14919139082523422280 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:33627010 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5896 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (620.452232ms) to execute
Oct 23 07:36:58 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:36:58.589813 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (525.549451ms) to execute
Oct 23 07:37:06 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:06.324267 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (886.46195ms) to execute
Oct 23 07:37:06 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:06.324346 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (757.70708ms) to execute
Oct 23 07:37:06 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:06.324575 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (737.689921ms) to execute
Oct 23 07:37:06 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:06.324596 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (1.180023721s) to execute
Oct 23 07:37:06 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:06.324797 W | etcdserver: request "header:<ID:14919139082523422332 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:33627026 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (252.804007ms) to execute
Oct 23 07:37:06 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:06.756622 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (323.208227ms) to execute
Oct 23 07:37:06 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:06.756765 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (325.332976ms) to execute
Oct 23 07:37:14 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:14.524004 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (464.442164ms) to execute
Oct 23 07:37:14 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:14.524062 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.094988671s) to execute
Oct 23 07:37:14 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:14.524316 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (889.398992ms) to execute
Oct 23 07:37:14 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:14.524607 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:9" took too long (844.73488ms) to execute
Oct 23 07:37:14 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:14.524757 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.266288691s) to execute
Oct 23 07:37:15 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:15.430936 W | etcdserver: request "header:<ID:14919139082523422404 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:33627060 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:373 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:20" took too long (304.790283ms) to execute
Oct 23 07:37:23 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:23.787160 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (463.590163ms) to execute
Oct 23 07:37:23 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:23.787225 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (408.77367ms) to execute
Oct 23 07:37:23 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:23.787487 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (529.893714ms) to execute
Oct 23 07:37:23 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:23.787827 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (302.129329ms) to execute
Oct 23 07:37:23 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:23.788271 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (123.599883ms) to execute
Oct 23 07:37:26 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:26.347504 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (381.766539ms) to execute
Oct 23 07:37:26 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:26.347848 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.122690095s) to execute
Oct 23 07:37:26 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:26.348094 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (572.628182ms) to execute
Oct 23 07:37:26 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:26.348299 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (550.545109ms) to execute
Oct 23 07:37:27 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:27.991564 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (377.655311ms) to execute
Oct 23 07:37:29 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:29.192083 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (433.374778ms) to execute
Oct 23 07:37:29 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:29.192222 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (167.185438ms) to execute
Oct 23 07:37:30 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:30.354662 W | etcdserver: request "header:<ID:14919139082523422519 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:33627077 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:6088 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (445.202972ms) to execute
Oct 23 07:37:30 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:30.682504 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-z4jwq\" " with result "range_response_count:1 size:1731" took too long (162.769659ms) to execute
Oct 23 07:37:35 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:35.384239 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (233.686946ms) to execute
Oct 23 07:37:37 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:37.908368 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (495.199515ms) to execute
Oct 23 07:37:41 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:41.121025 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (320.71758ms) to execute
Oct 23 07:37:41 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:41.121082 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (607.314092ms) to execute
Oct 23 07:37:41 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:41.121152 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (682.194029ms) to execute
Oct 23 07:37:41 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:41.121273 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (704.514878ms) to execute
Oct 23 07:37:41 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:41.121407 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (705.25695ms) to execute
Oct 23 07:37:42 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:42.163035 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (276.142643ms) to execute
Oct 23 07:37:44 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:44.075022 I | mvcc: store.index: compact 33626481
Oct 23 07:37:44 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:44.081467 I | mvcc: finished scheduled compaction at 33626481 (took 5.217557ms)
Oct 23 07:37:47 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:47.777306 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (615.748317ms) to execute
Oct 23 07:37:48 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:48.953821 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (780.577753ms) to execute
Oct 23 07:37:48 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:48.953940 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (342.78766ms) to execute
Oct 23 07:37:48 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:48.953995 W | etcdserver: request "header:<ID:14919139082523422668 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:33627117 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5896 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (278.267282ms) to execute
Oct 23 07:37:52 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:52.244011 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (225.245935ms) to execute
Oct 23 07:37:53 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:53.403894 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3042" took too long (140.757478ms) to execute
Oct 23 07:37:59 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:59.636324 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (376.935363ms) to execute
Oct 23 07:37:59 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:59.636536 W | etcdserver: read-only range request "key:\"/registry/services/specs/kube-system/alertmanager-operated\" " with result "range_response_count:1 size:504" took too long (511.736937ms) to execute
Oct 23 07:37:59 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:37:59.636607 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (433.03255ms) to execute
Oct 23 07:38:01 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:01.175590 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (513.114053ms) to execute
Oct 23 07:38:03 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:03.567065 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (155.050128ms) to execute
Oct 23 07:38:06 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:06.285979 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (390.613878ms) to execute
Oct 23 07:38:11 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:11.874796 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-ttjkn\" " with result "range_response_count:1 size:1958" took too long (1.947934649s) to execute
Oct 23 07:38:11 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:11.874952 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.571136678s) to execute
Oct 23 07:38:11 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:11.875082 W | etcdserver: request "header:<ID:14919139082523422856 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:33627155 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:6088 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (1.431479178s) to execute
Oct 23 07:38:11 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:11.875357 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (183.762847ms) to execute
Oct 23 07:38:11 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:11.875385 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:9" took too long (1.371782432s) to execute
Oct 23 07:38:15 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:15.756507 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (156.033747ms) to execute
Oct 23 07:38:15 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:15.756784 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (155.950985ms) to execute
Oct 23 07:38:26 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:26.898019 W | etcdserver: request "header:<ID:14919139082523423018 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:33627194 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (185.300653ms) to execute
Oct 23 07:38:28 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:28.149941 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (198.210353ms) to execute
Oct 23 07:38:28 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:28.150050 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (139.181755ms) to execute
Oct 23 07:38:36 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:36.067772 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (187.755628ms) to execute
Oct 23 07:38:36 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:36.067848 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.875167103s) to execute
Oct 23 07:38:36 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:36.068215 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (918.254243ms) to execute
Oct 23 07:38:36 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:36.068469 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.873972384s) to execute
Oct 23 07:38:36 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:36.068582 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (354.845708ms) to execute
Oct 23 07:38:40 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:40.419339 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-s2rnp\" " with result "range_response_count:1 size:1735" took too long (148.772169ms) to execute
Oct 23 07:38:42 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:42.547383 W | etcdserver: request "header:<ID:14919139082523423136 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:33627226 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:6088 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (407.531672ms) to execute
Oct 23 07:38:42 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:42.547628 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (269.846574ms) to execute
Oct 23 07:38:42 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:42.547693 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (208.284272ms) to execute
Oct 23 07:38:42 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:42.548034 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (143.706687ms) to execute
Oct 23 07:38:44 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:38:44.024667 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (162.321693ms) to execute
Oct 23 07:39:07 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:39:07.579024 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (253.53479ms) to execute
Oct 23 07:39:07 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:39:07.579138 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (253.491699ms) to execute
Oct 23 07:39:08 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:39:08.354715 W | etcdserver: request "header:<ID:14919139082523423346 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:33627294 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:7976 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (321.728323ms) to execute
Oct 23 07:39:08 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-23 07:39:08.355137 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (136.074251ms) to execute
