-- Logs begin at Thu 2020-01-30 14:51:24 UTC, end at Sat 2020-02-01 10:05:03 UTC. --
Feb 01 09:41:58 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 09:41:58.579998 I | pkg/fileutil: purged file /var/lib/etcd/member/wal/000000000000073c-00000000037b5c72.wal successfully
Feb 01 10:01:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:49.253743 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (664.537068ms) to execute
Feb 01 10:01:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:50.300458 W | wal: sync duration of 1.049687864s, expected less than 1s
Feb 01 10:01:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:50.303257 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/servicemonitors\" range_end:\"/registry/monitoring.coreos.com/servicemonitort\" count_only:true " with result "range_response_count:0 size:9" took too long (465.009904ms) to execute
Feb 01 10:01:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:50.303332 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-fw6n6.15ef3e1ee94f5aaa\" " with result "range_response_count:1 size:589" took too long (209.334165ms) to execute
Feb 01 10:01:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:50.303549 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.065279902s) to execute
Feb 01 10:01:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:50.303782 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (498.368676ms) to execute
Feb 01 10:01:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:50.303894 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (1.039498201s) to execute
Feb 01 10:01:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:50.304017 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (310.874907ms) to execute
Feb 01 10:01:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:50.304137 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (1.036215524s) to execute
Feb 01 10:01:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:50.304246 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (495.746845ms) to execute
Feb 01 10:01:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:50.304328 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.696962334s) to execute
Feb 01 10:01:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:50.478620 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (167.097003ms) to execute
Feb 01 10:01:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:50.478804 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" " with result "range_response_count:6 size:28480" took too long (166.958061ms) to execute
Feb 01 10:01:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:50.478925 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3153" took too long (167.001065ms) to execute
Feb 01 10:01:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:55.577391 W | wal: sync duration of 1.436053443s, expected less than 1s
Feb 01 10:01:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:55.580312 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (1.304688647s) to execute
Feb 01 10:01:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:55.580522 W | etcdserver: failed to revoke 4f0b6e20ccefcddd ("lease not found")
Feb 01 10:01:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:55.580566 W | etcdserver: failed to revoke 4f0b6e20ccefcddd ("lease not found")
Feb 01 10:01:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:55.580734 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (838.108598ms) to execute
Feb 01 10:01:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:55.580794 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.251407188s) to execute
Feb 01 10:01:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:55.581434 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.255054168s) to execute
Feb 01 10:01:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:56.595731 W | wal: sync duration of 1.010003083s, expected less than 1s
Feb 01 10:01:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:56.598544 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.011448127s) to execute
Feb 01 10:01:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:57.864592 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (273.226148ms) to execute
Feb 01 10:01:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:57.864745 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (231.169043ms) to execute
Feb 01 10:01:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:01:59.193458 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (165.690244ms) to execute
Feb 01 10:02:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:00.834802 W | etcdserver: request "header:<ID:14919139277751176806 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:53162506 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (960.385063ms) to execute
Feb 01 10:02:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:00.835677 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1419" took too long (1.320473803s) to execute
Feb 01 10:02:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:01.112141 W | wal: sync duration of 1.238030857s, expected less than 1s
Feb 01 10:02:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:01.115285 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (1.024367174s) to execute
Feb 01 10:02:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:01.115346 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (261.529625ms) to execute
Feb 01 10:02:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:01.115412 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (613.760427ms) to execute
Feb 01 10:02:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:01.115566 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (797.614274ms) to execute
Feb 01 10:02:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:01.115740 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-fw6n6.15ef3e1ee94f5aaa\" " with result "range_response_count:1 size:589" took too long (1.023294679s) to execute
Feb 01 10:02:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:01.115815 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.241563754s) to execute
Feb 01 10:02:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:01.116279 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-fw6n6\" " with result "range_response_count:1 size:1731" took too long (1.024412484s) to execute
Feb 01 10:02:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:01.116461 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (275.062973ms) to execute
Feb 01 10:02:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:01.116654 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (679.173872ms) to execute
Feb 01 10:02:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:01.116994 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (1.148688979s) to execute
Feb 01 10:02:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:01.117300 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (501.388661ms) to execute
Feb 01 10:02:01 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:01.117646 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (619.835245ms) to execute
Feb 01 10:02:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:02.244446 W | wal: sync duration of 1.126038884s, expected less than 1s
Feb 01 10:02:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:02.248841 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (1.120587164s) to execute
Feb 01 10:02:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:02.249154 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (1.120714584s) to execute
Feb 01 10:02:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:02.251370 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:20 size:32850" took too long (915.00872ms) to execute
Feb 01 10:02:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:02.251871 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (1.123159595s) to execute
Feb 01 10:02:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:02.251968 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (963.987167ms) to execute
Feb 01 10:02:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:02.252162 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (1.123571736s) to execute
Feb 01 10:02:02 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:02.252403 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-prometheus\" " with result "range_response_count:1 size:422" took too long (1.123866935s) to execute
Feb 01 10:02:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:03.740223 W | wal: sync duration of 1.470032711s, expected less than 1s
Feb 01 10:02:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:03.764734 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (1.488827885s) to execute
Feb 01 10:02:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:03.960172 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/deployment-controller\" " with result "range_response_count:1 size:262" took too long (191.752563ms) to execute
Feb 01 10:02:03 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:03.960327 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:28480" took too long (1.488170228s) to execute
Feb 01 10:02:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:07.159282 W | wal: sync duration of 1.29343383s, expected less than 1s
Feb 01 10:02:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:07.162699 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (812.704323ms) to execute
Feb 01 10:02:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:07.162786 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (812.03256ms) to execute
Feb 01 10:02:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:07.833476 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (359.32417ms) to execute
Feb 01 10:02:09 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:09.255371 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-fw6n6\" " with result "range_response_count:1 size:1851" took too long (140.988288ms) to execute
Feb 01 10:02:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:11.064481 W | wal: sync duration of 1.794438179s, expected less than 1s
Feb 01 10:02:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:11.822609 W | etcdserver: request "header:<ID:14919139277751176863 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/default/backend\" mod_revision:53162529 > success:<request_put:<key:\"/registry/services/endpoints/default/backend\" value_size:3021 >> failure:<request_range:<key:\"/registry/services/endpoints/default/backend\" > >>" with result "size:20" took too long (757.766321ms) to execute
Feb 01 10:02:11 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:11.823743 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (2.339118414s) to execute
Feb 01 10:02:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:12.443615 W | wal: sync duration of 1.378900666s, expected less than 1s
Feb 01 10:02:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:12.446065 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (170.161079ms) to execute
Feb 01 10:02:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:12.446371 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (172.010222ms) to execute
Feb 01 10:02:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:12.446558 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.179958116s) to execute
Feb 01 10:02:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:12.446744 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.180785063s) to execute
Feb 01 10:02:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:12.446928 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (1.931611334s) to execute
Feb 01 10:02:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:12.447105 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (1.955334459s) to execute
Feb 01 10:02:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:12.447290 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (170.76131ms) to execute
Feb 01 10:02:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:12.447357 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (2.755828552s) to execute
Feb 01 10:02:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:12.447422 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (2.840961817s) to execute
Feb 01 10:02:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:12.447581 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-fw6n6.15ef3e2b03610bcc\" " with result "range_response_count:1 size:564" took too long (118.858054ms) to execute
Feb 01 10:02:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:12.447655 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (2.678597135s) to execute
Feb 01 10:02:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:12.723277 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (221.503226ms) to execute
Feb 01 10:02:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 10:02:12.723637 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-fw6n6.15ef3df285e21cfb\" " with result "range_response_count:1 size:547" took too long (245.432533ms) to execute
