-- Logs begin at Wed 2019-09-25 21:44:06 UTC, end at Fri 2019-09-27 13:23:22 UTC. --
Sep 27 13:01:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:01:39.198792 I | mvcc: store.index: compact 30537471
Sep 27 13:08:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:43.731837 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (166.629021ms) to execute
Sep 27 13:08:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:43.732018 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:5961" took too long (125.398149ms) to execute
Sep 27 13:08:46 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:46.628272 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (114.888049ms) to execute
Sep 27 13:08:46 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:08:46.628400 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (103.826281ms) to execute
Sep 27 13:09:11 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:09:11.308798 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (131.758731ms) to execute
Sep 27 13:09:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:09:13.091127 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (164.155165ms) to execute
Sep 27 13:09:26 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:09:26.608415 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (162.087906ms) to execute
Sep 27 13:09:26 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:09:26.608957 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (162.621165ms) to execute
Sep 27 13:09:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:09:33.309274 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listcheckers\" range_end:\"/registry/config.istio.io/listcheckert\" count_only:true " with result "range_response_count:0 size:7" took too long (113.89952ms) to execute
Sep 27 13:09:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:09:33.309415 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4376" took too long (109.01748ms) to execute
Sep 27 13:09:36 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:09:36.116637 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5252" took too long (157.240788ms) to execute
Sep 27 13:09:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:09:43.664813 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (103.829271ms) to execute
Sep 27 13:09:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:09:43.664856 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (414.735371ms) to execute
Sep 27 13:09:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:09:43.664883 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (313.32187ms) to execute
Sep 27 13:09:45 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:09:45.845546 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (168.03292ms) to execute
Sep 27 13:09:50 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:09:50.755371 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:9" took too long (226.095172ms) to execute
Sep 27 13:09:53 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:09:53.307415 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-cvvpw\" " with result "range_response_count:1 size:2448" took too long (137.994012ms) to execute
Sep 27 13:09:53 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:09:53.326331 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-6kkqz\" " with result "range_response_count:1 size:4140" took too long (127.57682ms) to execute
Sep 27 13:09:53 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:09:53.326662 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/kuberneteses\" range_end:\"/registry/config.istio.io/kuberneteset\" count_only:true " with result "range_response_count:0 size:9" took too long (104.493775ms) to execute
Sep 27 13:09:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:09:54.061697 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (172.774713ms) to execute
Sep 27 13:09:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:09:54.062020 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (233.165294ms) to execute
Sep 27 13:10:00 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:10:00.701897 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-citadel-service-account-token-m2kcm\" " with result "range_response_count:1 size:2447" took too long (136.180116ms) to execute
Sep 27 13:10:00 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:10:00.701995 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/authorizations\" range_end:\"/registry/config.istio.io/authorizationt\" count_only:true " with result "range_response_count:0 size:7" took too long (163.054361ms) to execute
Sep 27 13:10:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:10:15.757770 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/memquotas\" range_end:\"/registry/config.istio.io/memquotat\" count_only:true " with result "range_response_count:0 size:7" took too long (143.360603ms) to execute
Sep 27 13:10:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:10:23.932429 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-6kkqz\" " with result "range_response_count:1 size:4140" took too long (109.19162ms) to execute
Sep 27 13:10:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:10:24.096762 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (148.183513ms) to execute
Sep 27 13:10:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:10:24.096800 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (137.764021ms) to execute
Sep 27 13:10:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:10:24.096872 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (148.282154ms) to execute
Sep 27 13:10:26 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:10:26.267915 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (179.936948ms) to execute
Sep 27 13:10:28 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:10:28.968430 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:5961" took too long (369.109851ms) to execute
Sep 27 13:10:34 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:10:34.783761 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (200.731493ms) to execute
Sep 27 13:10:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:10:43.809355 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:5961" took too long (197.807131ms) to execute
Sep 27 13:10:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:10:43.810038 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (248.078939ms) to execute
Sep 27 13:10:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:10:43.811636 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-rxfr7\" " with result "range_response_count:1 size:2440" took too long (100.920177ms) to execute
Sep 27 13:10:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:10:54.125954 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (200.461394ms) to execute
Sep 27 13:10:56 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:10:56.157290 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (435.536604ms) to execute
Sep 27 13:10:59 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:10:59.686098 N | compactor: Starting auto-compaction at revision 30464335
Sep 27 13:10:59 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:10:59.686504 N | compactor: Finished auto-compaction at revision 30464335
Sep 27 13:11:06 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:06.624624 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (138.987025ms) to execute
Sep 27 13:11:06 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:06.625082 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (135.723963ms) to execute
Sep 27 13:11:09 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:09.255382 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (104.992696ms) to execute
Sep 27 13:11:09 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:09.255549 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4376" took too long (162.337173ms) to execute
Sep 27 13:11:09 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:09.255652 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (139.28019ms) to execute
Sep 27 13:11:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:13.618501 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (111.767849ms) to execute
Sep 27 13:11:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:15.356379 W | wal: sync duration of 1.743833571s, expected less than 1s
Sep 27 13:11:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:15.360097 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.798874351s) to execute
Sep 27 13:11:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:15.360277 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:33744" took too long (1.851153793s) to execute
Sep 27 13:11:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:15.360410 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:5961" took too long (1.757069289s) to execute
Sep 27 13:11:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:15.365075 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (1.539119779s) to execute
Sep 27 13:11:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:15.365376 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (405.407159ms) to execute
Sep 27 13:11:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:15.365613 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (411.767256ms) to execute
Sep 27 13:11:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:15.365845 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (697.990466ms) to execute
Sep 27 13:11:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:15.366065 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (1.378304519s) to execute
Sep 27 13:11:16 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:16.727323 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (273.575482ms) to execute
Sep 27 13:11:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:25.181284 W | wal: sync duration of 1.772208205s, expected less than 1s
Sep 27 13:11:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:25.184045 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.686140774s) to execute
Sep 27 13:11:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:25.661642 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-zcd5r\" " with result "range_response_count:1 size:2314" took too long (563.831635ms) to execute
Sep 27 13:11:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:25.661732 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecs\" range_end:\"/registry/config.istio.io/quotaspect\" count_only:true " with result "range_response_count:0 size:7" took too long (1.46606442s) to execute
Sep 27 13:11:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:25.662051 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (2.10139335s) to execute
Sep 27 13:11:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:25.662232 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/solarwindses\" range_end:\"/registry/config.istio.io/solarwindset\" count_only:true " with result "range_response_count:0 size:7" took too long (1.805039557s) to execute
Sep 27 13:11:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:25.662977 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-zcd5r\" " with result "range_response_count:1 size:2314" took too long (1.552371133s) to execute
Sep 27 13:11:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:25.663745 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-zcd5r\" " with result "range_response_count:1 size:2314" took too long (1.205837406s) to execute
Sep 27 13:11:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:25.672365 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (166.412397ms) to execute
Sep 27 13:11:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:25.672425 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (434.150471ms) to execute
Sep 27 13:11:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:25.672639 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (257.036276ms) to execute
Sep 27 13:11:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:25.970905 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (203.547995ms) to execute
Sep 27 13:11:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:25.971105 W | etcdserver: request "header:<ID:14919135698845316035 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:30540730 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:7976 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (192.045288ms) to execute
Sep 27 13:11:35 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:35.913171 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (203.422589ms) to execute
Sep 27 13:11:35 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:35.913322 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (188.871238ms) to execute
Sep 27 13:11:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:39.247325 I | mvcc: store.index: compact 30540153
Sep 27 13:11:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:39.256810 I | mvcc: finished scheduled compaction at 30540153 (took 7.678745ms)
Sep 27 13:11:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:39.563282 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:5961" took too long (105.858115ms) to execute
Sep 27 13:11:42 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:42.051601 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (102.066957ms) to execute
Sep 27 13:11:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:54.281863 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (126.412262ms) to execute
Sep 27 13:11:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:54.281990 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4376" took too long (195.317541ms) to execute
Sep 27 13:11:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:55.027224 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:5961" took too long (568.993299ms) to execute
Sep 27 13:11:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:55.936851 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-qxgr4\" " with result "range_response_count:1 size:2504" took too long (140.151997ms) to execute
Sep 27 13:11:56 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:56.257784 W | etcdserver: request "header:<ID:14919135698845316324 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:30540782 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:7976 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (217.211262ms) to execute
Sep 27 13:11:56 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:11:56.540216 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (216.562474ms) to execute
Sep 27 13:12:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:03.895991 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (333.859171ms) to execute
Sep 27 13:12:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:03.896112 W | etcdserver: request "header:<ID:14919135698845316401 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:30540793 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5319 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (258.632216ms) to execute
Sep 27 13:12:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:03.896368 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (391.08124ms) to execute
Sep 27 13:12:04 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:04.262597 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (218.112527ms) to execute
Sep 27 13:12:06 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:06.443111 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (107.464261ms) to execute
Sep 27 13:12:09 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:09.485840 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (210.3685ms) to execute
Sep 27 13:12:09 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:09.486062 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/cloudwatches\" range_end:\"/registry/config.istio.io/cloudwatchet\" count_only:true " with result "range_response_count:0 size:7" took too long (119.803197ms) to execute
Sep 27 13:12:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:12.715601 W | wal: sync duration of 1.152348897s, expected less than 1s
Sep 27 13:12:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:12.718501 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (1.150610221s) to execute
Sep 27 13:12:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:12.718638 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (922.667858ms) to execute
Sep 27 13:12:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:12.718840 W | etcdserver: failed to revoke 4f0b6adf858634fd ("lease not found")
Sep 27 13:12:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:12.718908 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (193.606934ms) to execute
Sep 27 13:12:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:12.719113 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5394" took too long (848.331172ms) to execute
Sep 27 13:12:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:12.719286 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (250.244532ms) to execute
Sep 27 13:12:12 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:12.719332 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-6kkqz\" " with result "range_response_count:1 size:4260" took too long (517.854754ms) to execute
Sep 27 13:12:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:13.059948 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (314.448574ms) to execute
Sep 27 13:12:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:13.060004 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (315.87562ms) to execute
Sep 27 13:12:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:13.060388 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (135.705212ms) to execute
Sep 27 13:12:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:55.676738 W | etcdserver: request "header:<ID:14919135698845316937 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:30540904 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:5886 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (140.639558ms) to execute
Sep 27 13:12:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:55.676847 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/signalfxs\" range_end:\"/registry/config.istio.io/signalfxt\" count_only:true " with result "range_response_count:0 size:7" took too long (122.820897ms) to execute
Sep 27 13:12:57 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:57.623872 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/apikeys\" range_end:\"/registry/config.istio.io/apikeyt\" count_only:true " with result "range_response_count:0 size:7" took too long (474.610185ms) to execute
Sep 27 13:12:57 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:12:57.624018 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/alertmanagers\" range_end:\"/registry/monitoring.coreos.com/alertmanagert\" count_only:true " with result "range_response_count:0 size:9" took too long (358.704008ms) to execute
Sep 27 13:13:04 openhouse-demo-k8s-master-1 etcd[1548]: 2019-09-27 13:13:04.487647 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/virtualservices\" range_end:\"/registry/networking.istio.io/virtualservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (269.728005ms) to execute
