-- Logs begin at Tue 2019-10-29 00:05:09 UTC, end at Fri 2019-11-01 17:36:12 UTC. --
Nov 01 17:14:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:14:45.362803 I | etcdserver: start to snapshot (applied: 39154848, lastsnap: 39144847)
Nov 01 17:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:50.722875 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v2beta2.autoscaling\" " with result "range_response_count:1 size:640" took too long (604.138437ms) to execute
Nov 01 17:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:50.723249 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.admissionregistration.k8s.io\" " with result "range_response_count:1 size:694" took too long (647.576654ms) to execute
Nov 01 17:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:50.723494 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (647.839018ms) to execute
Nov 01 17:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:50.723760 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.scheduling.k8s.io\" " with result "range_response_count:1 size:659" took too long (648.205093ms) to execute
Nov 01 17:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:50.723982 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.storage.k8s.io\" " with result "range_response_count:1 size:649" took too long (605.900928ms) to execute
Nov 01 17:24:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:50.724198 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-4bmcm.15d319362b4af83a\" " with result "range_response_count:1 size:468" took too long (598.209872ms) to execute
Nov 01 17:24:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:59.543760 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (183.056877ms) to execute
Nov 01 17:24:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:24:59.550591 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (148.476348ms) to execute
Nov 01 17:25:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:09.890781 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (301.604853ms) to execute
Nov 01 17:25:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:09.890837 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (296.834924ms) to execute
Nov 01 17:25:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:20.362123 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (258.71245ms) to execute
Nov 01 17:25:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:20.362221 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (422.620525ms) to execute
Nov 01 17:25:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:23.508139 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (147.171869ms) to execute
Nov 01 17:25:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:23.508205 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (128.796988ms) to execute
Nov 01 17:25:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:28.614198 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (218.949105ms) to execute
Nov 01 17:25:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:30.122717 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (148.203027ms) to execute
Nov 01 17:25:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:40.374878 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-pf6d7\" " with result "range_response_count:1 size:1851" took too long (110.790474ms) to execute
Nov 01 17:25:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:40.374950 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (206.722557ms) to execute
Nov 01 17:25:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:45.418496 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (730.49805ms) to execute
Nov 01 17:25:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:51.297017 W | wal: sync duration of 1.877411431s, expected less than 1s
Nov 01 17:25:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:51.297550 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.862709036s) to execute
Nov 01 17:25:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:51.567604 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.14662378s) to execute
Nov 01 17:25:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:51.567649 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (1.163155134s) to execute
Nov 01 17:25:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:51.567938 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (875.850001ms) to execute
Nov 01 17:25:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:51.575196 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (219.098367ms) to execute
Nov 01 17:25:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:54.960857 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1480" took too long (269.873986ms) to execute
Nov 01 17:25:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:25:57.970388 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (318.316852ms) to execute
Nov 01 17:26:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:00.263835 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (161.756489ms) to execute
Nov 01 17:26:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:00.263873 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (262.422612ms) to execute
Nov 01 17:26:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:00.263960 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (282.833216ms) to execute
Nov 01 17:26:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:11.973835 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (320.100781ms) to execute
Nov 01 17:26:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:16.147113 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (419.851197ms) to execute
Nov 01 17:26:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:16.157498 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:9" took too long (236.078918ms) to execute
Nov 01 17:26:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:16.157560 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (154.307055ms) to execute
Nov 01 17:26:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:21.662770 W | wal: sync duration of 1.482735323s, expected less than 1s
Nov 01 17:26:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:21.663096 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.308809066s) to execute
Nov 01 17:26:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:21.670291 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.310948093s) to execute
Nov 01 17:26:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:21.670342 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (401.194718ms) to execute
Nov 01 17:26:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:21.670560 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (605.509509ms) to execute
Nov 01 17:26:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:22.422602 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (415.451358ms) to execute
Nov 01 17:26:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:22.429470 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "range_response_count:1 size:2434" took too long (281.904762ms) to execute
Nov 01 17:26:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:22.429769 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (245.797026ms) to execute
Nov 01 17:26:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:22.429827 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (365.840123ms) to execute
Nov 01 17:26:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:22.429973 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (210.787162ms) to execute
Nov 01 17:26:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:26.162642 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1480" took too long (233.094215ms) to execute
Nov 01 17:26:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:35.177803 I | mvcc: store.index: compact 35463258
Nov 01 17:26:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:35.184860 I | mvcc: finished scheduled compaction at 35463258 (took 5.339201ms)
Nov 01 17:26:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:36.894394 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (207.16948ms) to execute
Nov 01 17:26:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:37.744756 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (140.834491ms) to execute
Nov 01 17:26:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:37.745851 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (142.836216ms) to execute
Nov 01 17:26:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:45.841921 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (423.866043ms) to execute
Nov 01 17:26:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:47.322395 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-h6wwp.15d3199ab8c7d399\" " with result "range_response_count:1 size:591" took too long (388.232539ms) to execute
Nov 01 17:26:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:50.363028 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (504.572937ms) to execute
Nov 01 17:26:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:52.196587 W | wal: sync duration of 1.589200448s, expected less than 1s
Nov 01 17:26:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:52.199666 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (1.170987477s) to execute
Nov 01 17:26:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:52.205803 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (289.304785ms) to execute
Nov 01 17:26:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:52.205985 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (905.152224ms) to execute
Nov 01 17:26:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:52.206037 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (285.423018ms) to execute
Nov 01 17:26:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:52.206168 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (675.589809ms) to execute
Nov 01 17:26:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:52.206421 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (962.358126ms) to execute
Nov 01 17:26:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:26:52.206921 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (988.016145ms) to execute
Nov 01 17:27:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:27:05.618370 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (337.405792ms) to execute
Nov 01 17:27:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:27:11.543568 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.073895728s) to execute
Nov 01 17:27:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:27:11.545968 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (673.132396ms) to execute
Nov 01 17:27:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:27:13.821032 W | etcdserver: read-only range request "key:\"/registry/configmaps\" range_end:\"/registry/configmapt\" count_only:true " with result "range_response_count:0 size:9" took too long (201.428675ms) to execute
Nov 01 17:27:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:27:13.821515 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (144.710659ms) to execute
Nov 01 17:27:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:27:23.944496 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (103.5442ms) to execute
Nov 01 17:27:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:27:26.392096 W | wal: sync duration of 1.412805337s, expected less than 1s
Nov 01 17:27:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:27:26.392329 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (787.153187ms) to execute
Nov 01 17:27:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:27:26.392353 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (436.779747ms) to execute
Nov 01 17:27:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:27:36.635986 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (163.467212ms) to execute
Nov 01 17:27:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:27:41.463543 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (812.710295ms) to execute
Nov 01 17:27:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:27:42.719724 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (230.442849ms) to execute
Nov 01 17:27:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:27:42.724116 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (184.244877ms) to execute
Nov 01 17:27:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:27:45.548878 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (462.452194ms) to execute
Nov 01 17:27:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:27:49.645094 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (252.40247ms) to execute
Nov 01 17:28:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:00.492872 W | wal: sync duration of 1.218975646s, expected less than 1s
Nov 01 17:28:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:00.495616 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (1.025600018s) to execute
Nov 01 17:28:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:00.500796 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims\" range_end:\"/registry/persistentvolumeclaimt\" count_only:true " with result "range_response_count:0 size:7" took too long (356.330514ms) to execute
Nov 01 17:28:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:00.501100 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (815.372668ms) to execute
Nov 01 17:28:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:00.501382 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (911.519403ms) to execute
Nov 01 17:28:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:00.501634 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:34725" took too long (1.017429806s) to execute
Nov 01 17:28:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:04.079257 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (673.580028ms) to execute
Nov 01 17:28:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:04.082147 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (277.474812ms) to execute
Nov 01 17:28:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:16.507689 W | wal: sync duration of 1.541572447s, expected less than 1s
Nov 01 17:28:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:16.508347 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (686.807464ms) to execute
Nov 01 17:28:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:16.514302 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (541.301138ms) to execute
Nov 01 17:28:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:20.405266 W | wal: sync duration of 1.123056896s, expected less than 1s
Nov 01 17:28:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:21.274306 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (675.04667ms) to execute
Nov 01 17:28:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:21.274359 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-t4gsx.15d3196f18687fad\" " with result "range_response_count:1 size:485" took too long (456.651329ms) to execute
Nov 01 17:28:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:21.274377 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (285.840534ms) to execute
Nov 01 17:28:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:21.274805 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (616.109581ms) to execute
Nov 01 17:28:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:23.914875 W | wal: sync duration of 1.134597577s, expected less than 1s
Nov 01 17:28:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:23.915517 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.039862145s) to execute
Nov 01 17:28:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:23.928079 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (641.074431ms) to execute
Nov 01 17:28:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:23.928115 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (547.971277ms) to execute
Nov 01 17:28:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:23.928322 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.051652866s) to execute
Nov 01 17:28:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:23.928472 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (641.004264ms) to execute
Nov 01 17:28:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:26.119638 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (146.627979ms) to execute
Nov 01 17:28:29 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:29.855716 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (141.544575ms) to execute
Nov 01 17:28:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:31.579582 W | wal: sync duration of 1.444493094s, expected less than 1s
Nov 01 17:28:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:31.580337 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1480" took too long (808.680186ms) to execute
Nov 01 17:28:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:31.588936 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (341.825571ms) to execute
Nov 01 17:28:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:31.589200 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-pf6d7\" " with result "range_response_count:1 size:1731" took too long (327.901085ms) to execute
Nov 01 17:28:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:37.012902 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-wpnxx\" " with result "range_response_count:1 size:1851" took too long (419.655443ms) to execute
Nov 01 17:28:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:40.719822 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:7" took too long (641.5803ms) to execute
Nov 01 17:28:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:40.719866 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-pf6d7\" " with result "range_response_count:1 size:1851" took too long (409.674877ms) to execute
Nov 01 17:28:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:28:40.719948 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "range_response_count:0 size:9" took too long (485.342892ms) to execute
