-- Logs begin at Fri 2020-01-31 15:46:29 UTC, end at Sun 2020-02-02 04:01:22 UTC. --
Feb 02 03:38:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:38:17.248325 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-sidecar-injector-8946597f4-6br4h.15ef78a806a059df\" " with result "range_response_count:1 size:647" took too long (171.455512ms) to execute
Feb 02 03:51:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:19.459927 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:19.960012 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:19.970529 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "error:context canceled" took too long (10.000287971s) to execute
Feb 02 03:51:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:20.460379 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:20 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:20.960660 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:21.460887 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:21 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:21.961249 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:22.461480 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:22 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:22.961705 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:23.342823 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "error:context canceled" took too long (9.997146547s) to execute
Feb 02 03:51:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:23.411099 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "error:context canceled" took too long (9.999845473s) to execute
Feb 02 03:51:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:23.462091 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:23.962165 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:23.962202 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:24.462437 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:24.462499 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:24.962563 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:24 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:24.962646 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:25.165469 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "error:context canceled" took too long (9.997041879s) to execute
Feb 02 03:51:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:25.166956 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9j7jt\" " with result "error:context canceled" took too long (11.600078816s) to execute
Feb 02 03:51:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:25.167299 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-9j7jt.15ef79266c4bceb4\" " with result "error:context canceled" took too long (5.448502658s) to execute
Feb 02 03:51:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:25.462937 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:25.463137 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:25.963233 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:25.963277 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:26.251021 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-scheduler-openhouse-demo-k8s-master-1.15d2b8691f895acb\" " with result "error:context canceled" took too long (14.701254085s) to execute
Feb 02 03:51:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:26.251056 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "error:context canceled" took too long (10.00020132s) to execute
Feb 02 03:51:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:26.463354 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:26.463409 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:26.963658 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:26.963715 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:27.464041 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:27.464118 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:27.964141 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:27.964182 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.112503 W | etcdserver: timed out waiting for read index response
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.112680 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (15.48718579s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.112739 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (16.650157788s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.112777 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (16.74958584s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.112812 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (17.039180446s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.112848 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (17.186965174s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.112887 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "error:etcdserver: request timed out" took too long (17.331406267s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.112924 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "error:etcdserver: request timed out" took too long (17.348709172s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.112961 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (17.739342757s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.113023 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (18.427534064s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.113091 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (19.066953496s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.113154 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-b8fgh\" " with result "error:etcdserver: request timed out" took too long (19.450245987s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.113221 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "error:etcdserver: request timed out" took too long (20.854333283s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.113285 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-rs2dq\" " with result "error:etcdserver: request timed out" took too long (22.074361922s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.113351 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "error:etcdserver: request timed out" took too long (22.221750096s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.113418 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "error:etcdserver: request timed out" took too long (23.553480786s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.113475 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "error:etcdserver: request timed out" took too long (23.83904522s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.113539 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "error:etcdserver: request timed out" took too long (23.856259187s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.113597 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "error:etcdserver: request timed out" took too long (24.347159072s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.113658 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "error:etcdserver: request timed out" took too long (24.389893137s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.113721 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "error:etcdserver: request timed out" took too long (24.606232769s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.113785 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "error:etcdserver: request timed out" took too long (24.907319516s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.113852 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "error:etcdserver: request timed out" took too long (25.060693318s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.113913 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "error:etcdserver: request timed out" took too long (25.374562131s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.114176 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "error:etcdserver: request timed out" took too long (25.935667841s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.114230 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-operator-token-t4dst\" " with result "error:etcdserver: request timed out" took too long (26.588300132s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.114264 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "error:etcdserver: request timed out" took too long (27.500735514s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.114295 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-galley-service-account-token-rs2dq\" " with result "error:etcdserver: request timed out" took too long (27.529898947s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.114348 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "error:etcdserver: request timed out" took too long (27.951028292s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.114387 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.rbac.istio.io\" " with result "error:etcdserver: request timed out" took too long (27.952314713s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.114417 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authorization.k8s.io\" " with result "error:etcdserver: request timed out" took too long (27.953301473s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.114445 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.rbac.authorization.k8s.io\" " with result "error:etcdserver: request timed out" took too long (27.953490052s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.114473 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta2.apps\" " with result "error:etcdserver: request timed out" took too long (27.9536334s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.114501 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "error:etcdserver: request timed out" took too long (28.1338756s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.114530 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-mixer-service-account-token-f5xms\" " with result "error:etcdserver: request timed out" took too long (29.086669765s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.114558 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "error:etcdserver: request timed out" took too long (29.611181088s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.114587 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "error:etcdserver: request timed out" took too long (29.933037542s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.464367 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.464528 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.853811 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "error:context canceled" took too long (9.916894501s) to execute
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.964644 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:28 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:28.965077 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:29.464792 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:29.464843 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:29.968515 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:29.968584 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:29.971601 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "error:context canceled" took too long (9.927792912s) to execute
Feb 02 03:51:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:30.160541 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta2.apps\" " with result "error:context canceled" took too long (1.973485036s) to execute
Feb 02 03:51:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:30.160742 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.rbac.authorization.k8s.io\" " with result "error:context canceled" took too long (1.97391944s) to execute
Feb 02 03:51:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:30.161362 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authorization.k8s.io\" " with result "error:context canceled" took too long (1.974444404s) to execute
Feb 02 03:51:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:30.163660 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.rbac.istio.io\" " with result "error:context canceled" took too long (1.97664711s) to execute
Feb 02 03:51:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:30.163904 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "error:context canceled" took too long (1.976850582s) to execute
Feb 02 03:51:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:30.465298 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:30.465427 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:30.965511 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:30 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:30.965580 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:31.465621 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:31.465725 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:31.965840 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:31.965897 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:32.466181 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:32.466393 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:32.966471 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:32 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:32.966539 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:33.344305 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "error:context canceled" took too long (9.90184353s) to execute
Feb 02 03:51:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:33.412466 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "error:context canceled" took too long (9.905035695s) to execute
Feb 02 03:51:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:33.466560 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:33.466642 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:33.967530 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:33.967582 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:34.467789 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:34.468004 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:34.967969 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:34.968011 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:35.166321 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-9j7jt.15ef79266c4bceb4\" " with result "error:context canceled" took too long (737.213405ms) to execute
Feb 02 03:51:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:35.166600 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "error:context canceled" took too long (9.938347442s) to execute
Feb 02 03:51:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:35.166930 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9j7jt\" " with result "error:context canceled" took too long (9.938580847s) to execute
Feb 02 03:51:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:35.468197 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:35.468273 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:35.968351 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:35.968395 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:36.251963 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "error:context canceled" took too long (9.96572309s) to execute
Feb 02 03:51:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:36.253167 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-scheduler-openhouse-demo-k8s-master-1.15d2b8691f895acb\" " with result "error:context canceled" took too long (6.40360498s) to execute
Feb 02 03:51:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:36.468556 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:36.468610 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:36.969037 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:36.969115 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
