-- Logs begin at Sun 2019-09-29 19:03:45 UTC, end at Tue 2019-10-01 16:50:50 UTC. --
Oct 01 16:29:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:29:20.791169 W | etcdserver: request "header:<ID:14919135698848950829 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:31245519 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1831 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (121.232943ms) to execute
Oct 01 16:48:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:03.577195 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-z866q\" " with result "range_response_count:1 size:2715" took too long (160.017607ms) to execute
Oct 01 16:48:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:03.578065 W | etcdserver: request "header:<ID:14919135698848963547 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-citadel-57cff9f899-zrjhz.15c993d3e54d9eff\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-citadel-57cff9f899-zrjhz.15c993d3e54d9eff\" value_size:422 lease:5695763661994187055 >> failure:<>>" with result "size:20" took too long (129.336699ms) to execute
Oct 01 16:48:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:03.579596 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-z866q\" " with result "range_response_count:1 size:2715" took too long (143.416846ms) to execute
Oct 01 16:48:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:03.579788 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-telemetry\" " with result "range_response_count:1 size:959" took too long (147.457405ms) to execute
Oct 01 16:48:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:03.581883 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-citadel-57cff9f899-bj4rp\" " with result "range_response_count:1 size:2140" took too long (110.036676ms) to execute
Oct 01 16:48:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:03.819903 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-tracing-77885fdf8d-z824d\" " with result "range_response_count:1 size:2147" took too long (148.201769ms) to execute
Oct 01 16:48:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:03.819951 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (156.299992ms) to execute
Oct 01 16:48:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:03.820302 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/grafana-6585df8c56-ld25m\" " with result "range_response_count:1 size:3465" took too long (160.566597ms) to execute
Oct 01 16:48:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:03.823811 W | etcdserver: read-only range request "key:\"/registry/events/default/openhouse-demo-k8s-node-1.15c55c3b327a911d\" " with result "range_response_count:0 size:7" took too long (121.219359ms) to execute
Oct 01 16:48:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:03.823962 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5252" took too long (127.150555ms) to execute
Oct 01 16:48:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:03.824134 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (142.293471ms) to execute
Oct 01 16:48:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:03.824309 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/grafana-6585df8c56-ld25m\" " with result "range_response_count:1 size:3465" took too long (141.980704ms) to execute
Oct 01 16:48:04 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:04.042234 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-tracing-77885fdf8d-jk9s7\" " with result "range_response_count:1 size:1709" took too long (123.371456ms) to execute
Oct 01 16:48:04 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:04.069984 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listentries\" range_end:\"/registry/config.istio.io/listentriet\" count_only:true " with result "range_response_count:0 size:7" took too long (108.49828ms) to execute
Oct 01 16:48:04 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:04.070258 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (121.010919ms) to execute
Oct 01 16:48:04 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:04.265500 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-galley\" " with result "range_response_count:1 size:784" took too long (122.237958ms) to execute
Oct 01 16:48:04 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:04.269075 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-galley-56c4cc5dc6-xp6bc\" " with result "range_response_count:1 size:2231" took too long (123.216281ms) to execute
Oct 01 16:48:04 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:04.481003 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-r8xgt\" " with result "range_response_count:1 size:2819" took too long (112.218723ms) to execute
Oct 01 16:48:04 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:04.507454 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (138.320946ms) to execute
Oct 01 16:48:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:15.039999 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" " with result "range_response_count:1 size:771" took too long (121.952191ms) to execute
Oct 01 16:48:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:15.744005 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-z866q\" " with result "range_response_count:1 size:2715" took too long (131.363977ms) to execute
Oct 01 16:48:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:15.744164 W | etcdserver: request "header:<ID:14919135698848963931 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-pilot-759bbfd844-z866q.15c993d3e599663a\" mod_revision:31248672 > success:<request_put:<key:\"/registry/events/istio-system/istio-pilot-759bbfd844-z866q.15c993d3e599663a\" value_size:414 lease:5695763661994187055 >> failure:<request_range:<key:\"/registry/events/istio-system/istio-pilot-759bbfd844-z866q.15c993d3e599663a\" > >>" with result "size:20" took too long (117.517635ms) to execute
Oct 01 16:48:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:15.758837 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-telemetry-57658695c8-jzt7d\" " with result "range_response_count:1 size:3565" took too long (111.492634ms) to execute
Oct 01 16:48:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:15.758878 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" " with result "range_response_count:1 size:771" took too long (129.024164ms) to execute
Oct 01 16:48:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:15.759146 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-z866q\" " with result "range_response_count:1 size:2715" took too long (131.278104ms) to execute
Oct 01 16:48:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:15.947051 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-policy-dddd467c4-fgrxv\" " with result "range_response_count:1 size:2815" took too long (104.586205ms) to execute
Oct 01 16:48:17 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:17.467834 W | etcdserver: request "header:<ID:14919135698848964023 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-telemetry-57658695c8-twtqt.15c993cbf340eeb9\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-telemetry-57658695c8-twtqt.15c993cbf340eeb9\" value_size:385 lease:5695763661994187055 >> failure:<>>" with result "size:20" took too long (103.885982ms) to execute
Oct 01 16:48:19 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:19.964530 I | mvcc: store.index: compact 31247673
Oct 01 16:48:19 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:19.971429 I | mvcc: finished scheduled compaction at 31247673 (took 4.765033ms)
Oct 01 16:48:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:20.496678 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/nginx-proxy-openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:910" took too long (115.948946ms) to execute
Oct 01 16:48:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:20.497038 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (516.194672ms) to execute
Oct 01 16:48:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:20.497315 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-d8psn\" " with result "range_response_count:1 size:3255" took too long (346.980581ms) to execute
Oct 01 16:48:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:20.722972 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/grafana-6585df8c56-ld25m\" " with result "range_response_count:1 size:3465" took too long (129.125284ms) to execute
Oct 01 16:48:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:20.726214 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/grafana-6585df8c56-ld25m.15c993d3f3fcb373\" " with result "range_response_count:1 size:516" took too long (131.613794ms) to execute
Oct 01 16:48:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:20.726723 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/grafana-6585df8c56-ld25m\" " with result "range_response_count:1 size:3465" took too long (127.977345ms) to execute
Oct 01 16:48:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:20.938802 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-sidecar-injector-8946597f4-899g4\" " with result "range_response_count:1 size:2303" took too long (126.931247ms) to execute
Oct 01 16:48:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:20.939201 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-sidecar-injector-8946597f4-899g4.15c993d40036d418\" " with result "range_response_count:1 size:559" took too long (134.141547ms) to execute
Oct 01 16:48:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:20.939555 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-wx577.15c993cbda8c7ad5\" " with result "range_response_count:1 size:638" took too long (124.743135ms) to execute
Oct 01 16:48:22 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:22.636265 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6162" took too long (113.168583ms) to execute
Oct 01 16:48:22 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:22.636690 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-sidecar-injector-8946597f4-899g4\" " with result "range_response_count:1 size:2303" took too long (117.948979ms) to execute
Oct 01 16:48:22 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:22.856522 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/grafana-6585df8c56-ld25m\" " with result "range_response_count:1 size:3465" took too long (119.694705ms) to execute
Oct 01 16:48:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:23.890630 W | etcdserver: request "header:<ID:14919135698848964333 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/kiali-59765b9f4b-ckqhw\" mod_revision:31248651 > success:<request_put:<key:\"/registry/pods/istio-system/kiali-59765b9f4b-ckqhw\" value_size:1954 >> failure:<request_range:<key:\"/registry/pods/istio-system/kiali-59765b9f4b-ckqhw\" > >>" with result "size:20" took too long (110.042556ms) to execute
Oct 01 16:48:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:23.890841 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (141.281893ms) to execute
Oct 01 16:48:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:23.891188 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-v7hnn\" " with result "range_response_count:1 size:2715" took too long (140.074926ms) to execute
Oct 01 16:48:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:23.891296 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-pilot-759bbfd844-v7hnn.15c993d3efd100b7\" " with result "range_response_count:1 size:528" took too long (138.60656ms) to execute
Oct 01 16:48:23 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:23.891366 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-v7hnn\" " with result "range_response_count:1 size:2715" took too long (139.737359ms) to execute
Oct 01 16:48:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:24.091629 W | etcdserver: request "header:<ID:14919135698848964358 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/grafana-6585df8c56-ld25m.15c993d3f3fcb373\" mod_revision:31248935 > success:<request_put:<key:\"/registry/events/istio-system/grafana-6585df8c56-ld25m.15c993d3f3fcb373\" value_size:406 lease:5695763661994187055 >> failure:<request_range:<key:\"/registry/events/istio-system/grafana-6585df8c56-ld25m.15c993d3f3fcb373\" > >>" with result "size:20" took too long (100.361621ms) to execute
Oct 01 16:48:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:24.096846 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-sidecar-injector-8946597f4-899g4\" " with result "range_response_count:1 size:2303" took too long (101.168059ms) to execute
Oct 01 16:48:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:24.097151 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-sidecar-injector-8946597f4-899g4\" " with result "range_response_count:1 size:2303" took too long (102.140851ms) to execute
Oct 01 16:48:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:25.006570 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-policy-dddd467c4-fgrxv.15c993d418beea6f\" " with result "range_response_count:1 size:528" took too long (134.262941ms) to execute
Oct 01 16:48:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:25.033939 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (147.477649ms) to execute
Oct 01 16:48:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:25.034052 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-policy\" " with result "range_response_count:1 size:926" took too long (161.41416ms) to execute
Oct 01 16:48:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:25.034239 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-policy-dddd467c4-fgrxv\" " with result "range_response_count:1 size:2815" took too long (159.387988ms) to execute
Oct 01 16:48:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:25.398364 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/grafana-6585df8c56-ld25m\" " with result "range_response_count:1 size:3465" took too long (121.79234ms) to execute
Oct 01 16:48:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:25.398818 W | etcdserver: request "header:<ID:14919135698848964446 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/grafana-6585df8c56-ld25m\" mod_revision:31248960 > success:<request_put:<key:\"/registry/pods/istio-system/grafana-6585df8c56-ld25m\" value_size:3384 >> failure:<request_range:<key:\"/registry/pods/istio-system/grafana-6585df8c56-ld25m\" > >>" with result "size:20" took too long (121.038485ms) to execute
Oct 01 16:48:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:25.413119 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/grafana-6585df8c56-ld25m.15c993d3f3fcb373\" " with result "range_response_count:1 size:516" took too long (134.293639ms) to execute
Oct 01 16:48:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:25.615785 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-sidecar-injector-8946597f4-899g4.15c993d40036d418\" " with result "range_response_count:1 size:559" took too long (125.863869ms) to execute
Oct 01 16:48:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:25.615966 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-sidecar-injector-8946597f4-899g4\" " with result "range_response_count:1 size:2303" took too long (125.461166ms) to execute
Oct 01 16:48:25 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:25.616254 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-sidecar-injector-8946597f4-899g4\" " with result "range_response_count:1 size:2303" took too long (126.648235ms) to execute
Oct 01 16:48:27 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:27.320621 W | etcdserver: request "header:<ID:14919135698848964594 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-policy-dddd467c4-fgrxv.15c993d418beea6f\" mod_revision:31249007 > success:<request_put:<key:\"/registry/events/istio-system/istio-policy-dddd467c4-fgrxv.15c993d418beea6f\" value_size:414 lease:5695763661994187055 >> failure:<request_range:<key:\"/registry/events/istio-system/istio-policy-dddd467c4-fgrxv.15c993d418beea6f\" > >>" with result "size:20" took too long (119.878878ms) to execute
Oct 01 16:48:27 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:27.335936 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-policy\" " with result "range_response_count:1 size:926" took too long (134.593028ms) to execute
Oct 01 16:48:27 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:27.335983 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (128.026336ms) to execute
Oct 01 16:48:27 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:27.336154 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-policy-dddd467c4-fgrxv\" " with result "range_response_count:1 size:2815" took too long (133.592746ms) to execute
Oct 01 16:48:27 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:27.528157 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/grafana-6585df8c56-ld25m\" " with result "range_response_count:1 size:3465" took too long (105.073583ms) to execute
Oct 01 16:48:27 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:27.528210 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/grafana-6585df8c56-ld25m\" " with result "range_response_count:1 size:3465" took too long (106.278747ms) to execute
Oct 01 16:48:27 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:27.528280 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/grafana-6585df8c56-ld25m.15c993d3f3fcb373\" " with result "range_response_count:1 size:516" took too long (106.592515ms) to execute
Oct 01 16:48:28 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:28.146258 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (125.261093ms) to execute
Oct 01 16:48:28 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:28.148115 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-policy-dddd467c4-fgrxv\" " with result "range_response_count:1 size:2815" took too long (123.271461ms) to execute
Oct 01 16:48:28 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:28.148182 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-policy\" " with result "range_response_count:1 size:926" took too long (122.98961ms) to execute
Oct 01 16:48:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:29.219550 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-policy-dddd467c4-fgrxv\" " with result "range_response_count:1 size:2815" took too long (126.251373ms) to execute
Oct 01 16:48:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:29.254652 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/prometheus-848f5f9cc8-r7z8x\" " with result "range_response_count:1 size:2083" took too long (109.882286ms) to execute
Oct 01 16:48:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:29.254859 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-policy-dddd467c4-fgrxv.15c993d418beea6f\" " with result "range_response_count:1 size:528" took too long (153.227673ms) to execute
Oct 01 16:48:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:29.434327 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-policy-dddd467c4-fgrxv.15c993d418beea6f\" " with result "range_response_count:1 size:528" took too long (114.339846ms) to execute
Oct 01 16:48:29 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 16:48:29.434897 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-policy-dddd467c4-fgrxv\" " with result "range_response_count:1 size:2815" took too long (113.545773ms) to execute
